,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
10,WOS:000394971000008,2017,Sensitivity and uncertainty analysis of CENTURY-modeled SOC dynamics in upland soils under different climate-soil-management conditions: a case study in China,ORGANIC-CARBON STOCK AGRICULTURAL SOILS SEQUESTRATION CROPLANDS MATTER SCALE FARMLAND TURNOVER IMPACTS STORAGE,"Purpose Process-based models such as CENTURY have been extensively validated for simulating soil organic carbon (SOC) dynamics at the homogeneous plot scale. However, considerable uncertainty may exist when upscaling a simulation from the plot scale to a larger scale because of variation in the model inputs. The objectives of this study were to assess the uncertainty of CENTURY-modeled SOC and to identify the most influential model inputs in various upland regions of China. Materials and methods Global sensitivity analysis was used to explore the sensitivity of CENTURY-modeled SOC to seven key model inputs. The uncertainties of the SOC simulated using various model inputs and climate-soil-management conditions were evaluated at  long-term monitoring sites located across upland areas in China. Results and discussion The identified sensitive model inputs differed among regions and periods due to diverse climate-soil-management conditions; nevertheless, initial SOC content (SOCi), soil clay content, and crop residue removal rate (Residue(rr)) were the most influential inputs. The site-to-region upscaling uncertainties remained moderately large (+/- ., +/- ., and +/- . % at the , , and  % confidence levels, respectively) when currently available observation data were used. Therefore, the collection of detailed information on soil properties and crop residue removal, particularly legacy soil data such as the SOCi and clay content, is important for reducing the uncertainties in SOC modeling. Conclusions Data on SOCi, Residue(rr), and clay content need to be collected prior to other input data to reduce input-related uncertainty and thus to provide more reliable SOC assessment at the regional or national scale in China.",,"Liu, XY|Zhao, YC|Shi, XZ|Liu, Y|Wang, SH|Yu, DS",JOURNAL OF SOILS AND SEDIMENTS,agricultural soil organic carbon century model sensitivity analysis uncertainty analysis,10.1007/s11368-016-1516-0
11,WOS:000251001100002,2008,"Global sensitivity analysis for a numerical model of radionuclide migration from the RRC ""Kurchatov Institute"" radwaste disposal site",ENVIRONMENTAL-MODEL UNCERTAINTY SIMULATION,"Today, in different countries, there exist sites with contaminated groundwater formed as a result of inappropriate handling or disposal of hazardous materials or wastes. Numerical modeling of such sites is an important tool for a correct prediction of contamination plume spreading and an assessment of environmental risks associated with the site. Many uncertainties are associated with a part of the parameters and the initial conditions of such environmental numerical models. Statistical techniques are useful to deal with these uncertainties. This paper describes the methods of uncertainty propagation and global sensitivity analysis that are applied to a numerical model of radionuclide migration in a sandy aquifer in the area of the RRC ""Kurchatov Institute"" radwaste disposal site in Moscow, Russia. We consider  uncertain input parameters of the model and  output variables (contaminant concentration in the observation wells predicted by the model for the end of ). Monte Carlo simulations allow calculating uncertainty in the output values and analyzing the linearity and the monotony of the relations between input and output variables. For the non monotonic relations, sensitivity analyses are classically done with the Sobol sensitivity indices. The originality of this study is the use of modern surrogate models (called response surfaces), the boosting regression trees, constructed for each output variable, to calculate the Sobol indices by the Monte Carlo method. It is thus shown that the most influential parameters of the model are distribution coefficients and infiltration rate in the zone of strong pipe leaks on the site. Improvement of these parameters would considerably reduce the model prediction uncertainty.",,"Volkova, E|Iooss, B|Van Dorpe, F",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,radionuclide migration groundwater transport uncertainty sensitivity analysis response surface computer codes,10.1007/s00477-006-0093-y
12,WOS:000406604700013,2017,Global sensitivity analysis for fiber reinforced composite fiber path based on D-MORPH-HDMR algorithm,DIMENSIONAL MODEL REPRESENTATIONS PLATES UNCERTAINTY DESIGN OPTIMIZATION PARAMETERS REGRESSION,"This study presents a quantitative sensitivity analysis for the assessment of fiber reinforced composites (FRCs). Global sensitivity analysis (GSA) approach is based on the variance based method incorporating Random Sampling-High Dimensional Model Representation (RS-HDMR) expansion in which component functions are determined by diffeomorphic modulation under observable response preserving homotopy (D-MORPH) regression. The advantage of the D-MORPH regression lies in its capability to solve linear algebraic equations with a limited number of sample points. The main purpose is to investigate the influence of fiber path, regarded as the design variable, on the formability and structural performance of FRCs. Wherein, spring-back and load-carrying capacity are two meaningful problems to be addressed. Two typical FRCs are included that an L-shaped part with straight fiber path using autoclave manufacturing process and a variable stiffness composite cylindrical shell under pure bending. The work not only focuses on the ranking of design variables but also hopes to find out their interactions represented by the second order global sensitivity indexes. After being tested by three typical numerical functions, the GSA algorithm highlights that spring-back of FRC using autoclave manufacturing process is most sensitive to fiber orientation angles on plies close to the tool. And buckling performance of the VS cylinder is dominated by fiber orientation angles at compression/tension regions.",,"Wang, H|Chen, LM|Ye, F|Chen, L",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,composite spring-back variable stiffness global sensitivity analysis rs-hdmr d-morph,10.1007/s00158-017-1681-9
13,WOS:000235732400002,2005,Topology optimization of electrostatically actuated microsystems,DESIGN-DEPENDENT LOADS CONTINUUM STRUCTURES COMPLIANT MECHANISMS PART II MEMS SENSITIVITY SYSTEMS INTERFACES ALGORITHM ACCURACY,"This study addresses the design of electrostatically actuated microelectromechanical systems by topology optimization. The layout of the structure and the electrode are simultaneously optimized. A novel, continuous, material-based description of the interface between the structural and electrostatic domains is presented that allows the optimization of the interface topology. The resulting topology optimization problem is solved by a gradient-based algorithm. The electromechanical system response is determined by a coupled high-fidelity finite element model and a staggered solution procedure. An adjoint formulation of the coupled electromechanical design sensitivity analysis is introduced, and the global sensitivity equations are solved by a staggered method. The proposed topology optimization method is applied to the design of mechanisms. The optimization results show the significant advantages of varying the interface topology and the layout of the electrode versus conventional approaches optimizing the structural layout only.",,"Raulli, M|Maute, K",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,microelectromechanical systems topology optimization electrostatic-mechanical coupling sensitivity analysis adjoint formulation,10.1007/s00158-005-0531-3
14,WOS:000314675500010,2013,From LCAs to Simplified Models: A Generic Methodology Applied to Wind Power Electricity,LIFE-CYCLE ASSESSMENT GREENHOUSE-GAS EMISSIONS SENSITIVITY-ANALYSIS UNCERTAINTY ANALYSIS TECHNOLOGIES SYSTEMS,"This study presents a generic methodology to produce simplified models able to provide a comprehensive life cycle impact assessment of energy pathways. The methodology relies on the application of global sensitivity analysis to identify key parameters explaining the impact variability of systems over their life cycle. Simplified models are built upon the identification of such key parameters. The methodology is applied to one energy pathway: onshore wind turbines of medium size considering a large sample of possible configurations representative of European conditions. Among several technological, geographical, and methodological parameters, we identified the turbine load factor and the wind turbine lifetime as the most influent parameters. Greenhouse Gas (GHG) performances have been plotted as a function of these key parameters identified. Using these curves, GHG performances of a specific wind turbine can be estimated, thus avoiding the undertaking of an extensive Life Cycle Assessment (LCA). This methodology should be useful for decisions makers, providing them a robust but simple support tool for assessing the environmental performance of energy systems.",,"Padey, P|Girard, R|le Boulch, D|Banc, I",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,10.1021/es303435e
15,WOS:000314819000019,2012,Identifying parameter sensitivity in a water quality model of a reservoir,,"Sensitivity analysis can provide useful insights into how a model responds to the variations in its parameter values (i.e. coefficients). The results can be very helpful for model calibration, refinement and application. A one-dimensional model has been set up to simulate the hydrothermal and water quality conditions of Cannonsville Reservoir, which provides water supply for New York City. This paper aims at identifying the most influential parameters in the model through sensitivity analysis. Firstly, the Morris method (a screening method) is used to identify influential parameters. It is found that  parameters are important in simulations of variables that include temperature, dissolved oxygen (DO), total phosphorus (TP) and chlorophyll a (Chla). Secondly, the method is enhanced to investigate the global sensitivity of the parameters. It highlights  parameters that are sensitive in the simulations of the above-mentioned variables. The  parameters identified by the original Morris method are among the  parameters and the other two parameters are not very sensitive. The results show that similar results can be obtained through the original and enhanced Morris methods, although they each have their own strengths and weaknesses.",,"Huang, YT|Pierson, D",WATER QUALITY RESEARCH JOURNAL OF CANADA,coefficients morris method sensitivity analysis water quality model,10.2166/wqrjc.2012.116
16,WOS:000295067500007,2011,Hydrological modelling of drained blanket peatland,ORGANIC-CARBON LOSS HYDRAULIC CONDUCTIVITY WATER RUNOFF BOG FLOW DISCOLORATION VEGETATION CATCHMENT SCOTLAND,"Open ditch drainage is a commonly implemented land management practice in upland blanket peatlands, particularly in the UK, where policy decisions between the s and s led to widespread drainage of the uplands. The change in the hydrological regime associated with the drainage of blanket peat is poorly understood, yet has perceived importance for flooding, low flows and water quality. We propose a new simplified physics-based model that allows the associated hydrological processes and flow responses to be explored. The model couples four one-dimensional models to represent a three-dimensional hillslope, allowing for the exploration of flow and water table response throughout the model domain for a range of drainage configurations and peat properties. The model is tested against a data set collected from Oughtershaw Beck, UK, with results showing good model performance for wet periods although less conformity with borehole observations during rewetting periods. A wider exploration of model behaviour indicates that the model is consistent with the hydrological response reported in the literature for a number of drained blanket peat sites, and therefore has potential to provide guidance to decision makers concerning the effects of management practices. Through a global sensitivity analysis, we conclude that further field investigations to assist in the surface and drain roughness parameterisation would help reduce the uncertainty in the model predictions.", (C) 2011 Elsevier B.V. All rights reserved.,"Ballard, CE|McIntyre, N|Wheater, HS|Holden, J|Wallage, ZE",JOURNAL OF HYDROLOGY,peatlands runoff water table ditches drainage modelling,10.1016/j.jhydrol.2011.07.005
17,WOS:000365335000047,2016,Optimal scenario reduction framework based on distance of uncertainty distribution and output performance: II. Sequential reduction,MULTISTAGE STOCHASTIC PROGRAMS DISCREPANCY DISTANCES TREE GENERATION OPTIMIZATION SENSITIVITY,"In this paper, a novel sequential scenario reduction framework for general optimization problem is proposed. The proposed method extends the previous work (Li and Floudas, ) and aims to tackle optimization problems with a large number of uncertain parameters and a huge number of scenarios generated from the factorial combination. The proposed method first ranks the uncertain parameters based on their effects on the optimal objective using global sensitivity analysis. Then, the parameters are sequentially considered in generating uncertainty scenarios. This method can essentially reduce the computational efforts needed for evaluating the objective values of all scenarios, which is often impractical for a huge number of scenarios. Criteria for quantifying the quality of scenario reduction are also proposed based on robust optimization and scenario optimization. Case studies are presented to illustrate the sequential scenario reduction framework and the results verify the efficiency of the proposed approach. (C) ", Elsevier Ltd. All rights reserved.,"Li, ZK|Floudas, CA",COMPUTERS & CHEMICAL ENGINEERING,optimal scenario reduction sequential framework uncertainty mixed integer linear optimization,10.1016/j.compchemeng.2015.05.010
18,WOS:000356120900005,2015,A probabilistic analysis of subsoil parameters uncertainty impacts on tunnel-induced ground movements with a back-analysis study,GLOBAL SENSITIVITY-ANALYSIS ELASTIC HALF-PLANE GEOTECHNICAL BACKANALYSIS CONSTITUTIVE PARAMETERS MODEL VARIABILITY SUBSIDENCE EXTENSION MACHINES,"In this paper a probabilistic-based analysis is presented for evaluating the influences of subsoil parameter uncertainties on tunnel-induced ground movements in mechanized tunneling. The procedures of the tunneling process using Slurry Shield Tunnel Boring Machine are numerically modeled and simulated by utilizing a finite element code. To keep the computational cost of the presented simulation model low, an efficient and reliable surrogate modeling technique is used to substitute the original simulation model. The input parameter uncertainties are mathematically represented by adequately chosen probability density functions within their extreme lower and upper bounds. Subsequently, a variance-based global sensitivity analysis is conducted for quantifying the impact of each uncertain parameter on different system responses that are considered in this study. Afterwards, the propagation of parameter uncertainties are evaluated by performing a Monte Carlo-based simulation using the computationally inexpensive surrogate model. At this stage, the variations of system responses, which result from input parameters propagating uncertainties, are compared with predetermined threshold values and, based on that, failure criteria of the tunneling system are defined as well as probabilistically quantified. In a last step, a Bayesian updating procedure is employed for reducing subsoil parameter uncertainties by utilizing recorded synthetic measurements. (C) ", Elsevier Ltd. All rights reserved.,"Miro, S|Konig, M|Hartmann, D|Schanz, T",COMPUTERS AND GEOTECHNICS,mechanized tunneling finite element simulation surrogate modeling global sensitivity analysis reliability analysis bayesian updating,10.1016/j.compgeo.2015.03.012
19,WOS:000276444700015,2010,Influence of flow concentration on parameter importance and prediction uncertainty of pesticide trapping by vegetative filter strips,SATURATED HYDRAULIC CONDUCTIVITY SENSITIVITY-ANALYSIS RIPARIAN BUFFERS WATER-QUALITY GRASS BARRIERS OVERLAND-FLOW MODEL VFSMOD SEDIMENT RUNOFF SOIL,"Flow concentration is a key hydrologic factor limiting the effectiveness of vegetated filter strips (VFS) in removing pesticides from surface runoff. Numerical models, such as VFSMOD-W, offer a mechanistic approach for evaluating VFS effectiveness under various hydrological conditions including concentrated flow. This research hypothesizes that the presence of concentrated flow drastically alters the importance of various hydrological, sedimentological, and pesticide input factors and the prediction uncertainty of pesticide reduction. Using data from a VFS experimental field study investigating chlorpyrifos and atrazine transport, a two-step global sensitivity and uncertainty analysis framework was used with VFSMOD-W based on () a screening method (Morris) and () a variance-based method (extended Fourier Analysis Sensitivity Test, FAST). The vertical, saturated hydraulic conductivity was consistently the most important input factor for predicting infiltration, explaining % of total output variance for uniform sheet flow, but only % for concentrated flow. Sedimentation was governed by both hydrologic (vertical, saturated hydraulic conductivity and initial and saturated water content) and sediment characteristics (average particle diameter). The vertical, saturated hydraulic conductivity was the most important input factor for atrazine or chlorpyrifos trapping under uniform sheet flow (explained more than % of the total output variance) and concentrated flow (although only explained % of the total variance in this case). The % confidence intervals for atrazine and chlorpyrifos reduction ranged between % and % for uniform sheet flow and decreased to between % and % under concentrated flow. Concentrated flow increased interactions among the system components, enhancing the relative importance of processes that were latent under shallow flow conditions. This complex behavior warrants the need for processbased modeling to be able to predict the performance of VFS under a wide range of specific hydrological conditions.", (C) 2010 Elsevier B.V. All rights reserved.,"Fox, GA|Munoz-Carpena, R|Sabbagh, GJ",JOURNAL OF HYDROLOGY,concentrated flow pesticides sensitivity analysis uncertainty analysis uniform flow vegetative filter strips,10.1016/j.jhydrol.2010.01.020
