# Data from Clarivate Analytics' Web of Science, retrieved 1 December 2018
# This file generated on 2018-12-05 11:28:19
item,id,year,title,AU,SO,DE
163,WOS:000387985900005,2016,"In light of seasonal climatic and anthropogenic changes, is the Vaud canton (Switzerland) vulnerable to water stress by the medium-term?","Milano, Marianne|Reynard, Emmanuel|Bosshard, Nina|Weingartner, Rolf",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,integrated modeling|water resources|water needs|climate change|anthropogenic changes|2060 horizon|water stress|vaud canton
164,WOS:000338517600002,2014,Integrated Traffic and Emission Simulation: a Model Calibration Approach Using Aggregate Information,"Ma, Xiaoliang|Huang, Zhen|Koutsopoulos, Haris",ENVIRONMENTAL MODELING & ASSESSMENT,vehicle emission|traffic pollution|integrated modeling|emission models|model calibration|spsa|traffic simulation
165,WOS:000334069100015,2014,The Societal Costs and Benefits of Commuter Bicycling: Simulating the Effects of Specific Policies Using System Dynamics Modeling,"Macmillan, Alexandra|Connor, Jennie|Witten, Karen|Kearns, Robin|Rees, David|Woodward, Alistair",ENVIRONMENTAL HEALTH PERSPECTIVES,
166,WOS:000396741400001,2017,Can integrative catchment management mitigate future water quality issues caused by climate change and socio-economic development?,"Honti, Mark|Schuwirth, Nele|Rieckermann, Jorg|Stamm, Christian",HYDROLOGY AND EARTH SYSTEM SCIENCES,
167,WOS:000354733500017,2015,Optimizing water resources management in large river basins with integrated surface water-groundwater modeling: A surrogate-based approach,"Wu, Bin|Zheng, Yi|Wu, Xin|Tian, Yong|Han, Feng|Liu, Jie|Zheng, Chunmiao",WATER RESOURCES RESEARCH,integrated surface water-groundwater modeling|surrogate modeling|water resources management|optimization|heihe river basin|gsflow
168,WOS:000364613200034,2016,Non-hazardous pesticide concentrations in surface waters: An integrated approach simulating application thresholds and resulting farm income effects,"Bannwarth, M. A.|Grovermann, C.|Schreinemachers, P.|Ingwersen, J.|Lamers, M.|Berger, T.|Streck, T.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,swat|mpmas|thailand|environment eco-toxicological threshold|impact assessment|multi-agent system
169,WOS:000388624500017,2016,"Use of continuous simulation model (COSIMAT) as a complementary tool to model sewer systems: a case study on the Paruck collector, Brussels, Belgium","Nkiaka, E.|Shrestha, N. K.|Leta, O. T.|Bauwens, W.",WATER AND ENVIRONMENT JOURNAL,brussels|combined sewerage system|cosimat|swmm
170,WOS:000391142300001,2016,Processes and Modeling of Initial Soil and Landscape Development: A Review,"Maurer, Thomas|Gerke, Horst H.",VADOSE ZONE JOURNAL,
171,WOS:000369420900014,2015,Integrated modelling of protein crop production responses to climate change and agricultural policy scenarios in Austria,"Mitter, Hermine|Schmid, Erwin|Sinabell, Franz",CLIMATE RESEARCH,climate change impact|adaptation|soybean|epic|common agricultural policy|land use
172,WOS:000405298500004,2017,Atmospheric dispersion modeling of CO2 emissions from a cement plant's sources,"Abdul-Wahab, Sabah|Al-Rawas, Ghazi|Ali, Sappurd|Fadlallah, Sulaiman|Al-Dhamri, Hilal",CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,calpuff|wrf|carbon dioxide|cement plant|emission factors
173,WOS:000383466900002,2016,Hydrogeological response to climate change in alpine hillslopes,"Markovich, Katherine H.|Maxwell, Reed M.|Fogg, Graham E.",HYDROLOGICAL PROCESSES,hydrogeology|climate change|integrated modelling|snowmelt dominated
174,WOS:000385595800008,2016,Applications of Bayesian belief networks in water resource management: A systematic review,"Phan, Thuc D.|Smart, James C. R.|Capon, Samantha J.|Hadwen, Wade L.|Sahin, Oz",ENVIRONMENTAL MODELLING & SOFTWARE,bayesian belief networks|climate change|dynamically complex system|integrated modelling framework|spatial geographic distributions
175,WOS:000387424200003,2016,Bayesian analysis of Jolly-Seber type models,"Matechou, Eleni|Nicholls, Geoff K.|Morgan, Byron J. T.|Collazo, Jaime A.|Lyons, James E.",ENVIRONMENTAL AND ECOLOGICAL STATISTICS,capture-recapture-resight data sets|integrated modelling|mixture models|reversible jump|semipalmated sandpipers|stopover data
176,WOS:000415779700034,2017,Linking energy and transport models to support policy making,"Gerboni, Raffaella|Grosso, Daniele|Carpignano, Andrea|Chiara, Bruno Dalla",ENERGY POLICY,energy modelling|transport modelling|energy consumption|travel distances|modal shift|optimisation
177,WOS:000329344100005,2014,Realising the benefits of integrated urban drainage models,"Digman, Christopher J.|Anderson, Nicholas|Rhodes, Gwen|Balmforth, David J.|Kenney, Stephen",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,floods & floodworks|risk & probability analysis|sewers & drains
178,WOS:000349429800010,2015,"Modelling chain for the effect of road traffic on air and water quality: Techniques, current status and future prospects","Shorshani, Masoud Fallah|Andre, Michel|Bonhomme, Celine|Seigneur, Christian",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modelling|traffic|emission|air pollution|water pollution
179,WOS:000332267300008,2014,A critical review of integrated urban water modelling Urban drainage and beyond,"Bach, Peter M.|Rauch, Wolfgang|Mikkelsen, Peter S.|McCarthy, David T.|Deletic, Ana",ENVIRONMENTAL MODELLING & SOFTWARE,decision support|integrated urban water management (iuwm)|inter-disciplinary modelling|model integration|uncertainty|urban water systems
180,WOS:000403811200075,2017,"EVALUATION OF CLIMATE CHANGE IMPACTS ON HYDROLOGICAL PROCESSES IN THE YANGTZE RIVER DELTA REGION, CHINA","Liu, L.|Li, R.|Wang, Y. Z.",APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,water cycle|distributed hydrological model|downscaling|flood|water resources|extreme events
181,WOS:000334438200041,2014,From Eutrophic to Mesotrophic: Modelling Watershed Management Scenarios to Change the Trophic Status of a Reservoir,"Mateus, Marcos|Almeida, Carina|Brito, David|Neves, Ramiro",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,watershed modelling and management|pollution load reduction|eutrophication|water environmental capacity|land use|water resources management|ce-qual-w2 model|swat model
182,WOS:000403644700005,2017,Realizing modelling outcomes: A synthesis of success factors and their use in a retrospective analysis of 15 Australian water resource projects,"Merritt, W. S.|Fu, B.|Ticehurst, J. L.|El Sawah, S.|Vigiak, O.|Roberts, A. M.|Dyer, F.|Pollino, C. A.|Guillaume, J. H. A.|Croke, B. F. W.|Jakeman, A. J.",ENVIRONMENTAL MODELLING & SOFTWARE,decision support|evaluation|water resources|stakeholders|social learning|integrated modelling
183,WOS:000352789900015,2015,A MODELING SYSTEM TO ASSESS LAND COVER LAND USE CHANGE EFFECTS ON SAV HABITAT IN THE MOBILE BAY ESTUARY,"Estes, Maurice G.|Al-Hamdan, Mohammad Z.|Ellis, Jean T.|Judd, Chaeli|Woodruff, Dana|Thom, Ronald M.|Quattrochi, Dale|Watson, Brian|Rodriguez, Hugo|Johnson, Hoyt|Herder, Tom",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,land use|hydrologic|aquatic|ecosystem|modeling|mobile bay|gulf of mexico
184,WOS:000408356600014,2017,"Integrating atmospheric deposition, soil erosion and sewer transport models to assess the transfer of traffic-related pollutants in urban areas","Hong, Yi|Bonhomme, Celine|Van den Bout, Bastian|Jetten, Victor|Chebbo, Ghassan",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modelling|traffic-related pollutants|spatially-distributed modelling|openlisem|swmm|urban stormwater
185,WOS:000388248400042,2016,Water security assessment using blue and green water footprint concepts,"Veettil, Anoop Valiya|Mishra, Ashok K.",JOURNAL OF HYDROLOGY,water scarcity|water vulnerability|blue water|green water|swat
186,WOS:000333684400009,2014,Modelling Escherichia coli dynamics in the river Zenne (Belgium) using an OpenMI based integrated model,"Shrestha, Narayan Kumar|Leta, Olkeba Tolessa|De Fraine, Bruno|Garcia-Armisen, Tamara|Ouattara, Nouho Koffi|Servais, Pierre|van Griensven, Ann|Bauwens, Willy",JOURNAL OF HYDROINFORMATICS,e. coli|integrated modelling|openmi|river zenne|wfd
187,WOS:000381169400043,2016,Integrated hydrologic modeling as a key for sustainable urban water resources planning,"Eshtawi, Tamer|Evers, Mariele|Tischbein, Bernhard|Diekkrueger, Bernd",WATER RESEARCH,urban water system|groundwater deterioration|integrated modeling|sustainability|solute transport|non-conventional water resources
188,WOS:000406177500016,2017,Modeling land suitability for Coffea arabica L. in Central America,"Estrada, Leonel Lara|Rasche, Livia|Schneider, Uwe A.",ENVIRONMENTAL MODELLING & SOFTWARE,land evaluation|ecological modeling|suitability functions|bayesian networks|integrated modeling framework
189,WOS:000419225500075,2017,Use and Utility: Exploring the Diversity and Design of Water Models at the Science-Policy Interface,"Chong, Natalie|Bach, Peter M.|Moilleron, Regis|Bonhomme, Celine|Deroubaix, Jose-Frederic",WATER,boundary organisation|environmental decision-making|integrated modelling|knowledge brokering|model usability|strategic planning
190,WOS:000364274400019,2015,Integrating modelling and smart sensors for environmental and human health,"Reis, Stefan|Seto, Edmund|Northcross, Amanda|Quinn, Nigel W. T.|Convertino, Matteo|Jones, Rod L.|Maier, Holger R.|Schlink, Uwe|Steinle, Susanne|Vieno, Massimo|Wimberly, Michael C.",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modelling|environmental sensors|population health|environmental health|big data
191,WOS:000331798800044,2014,Study of the effect of wind speed on evaporation from soil through integrated modeling of the atmospheric boundary layer and shallow subsurface,"Davarzani, Hossein|Smits, Kathleen|Tolene, Ryan M.|Illangasekare, Tissa",WATER RESOURCES RESEARCH,evaporation|drying|porous media|two-phase flow|nonequilibrium|phase change
192,WOS:000354503300027,2015,A refined regional modeling approach for the Corn Belt - Experiences and recommendations for large-scale integrated modeling,"Panagopoulos, Yiannis|Gassman, Philip W.|Jha, Manoj K.|Kling, Catherine L.|Campbell, Todd|Srinivasan, Raghavan|White, Michael|Arnold, Jeffrey G.",JOURNAL OF HYDROLOGY,corn belt|large-scale calibration|nonpoint source pollution|refined modeling|swat
193,WOS:000388779600002,2016,The MILESTONES modeling framework: An integrated analysis of national bioenergy strategies and their global environmental impacts,"Thraen, Daniela|Schaldach, Ruediger|Millinger, Markus|Wolf, Verena|Arendt, Oliver|Ponitka, Jens|Gaertner, Sven|Rettenmaier, Nils|Hennenberg, Klaus|Schuengel, Jan",ENVIRONMENTAL MODELLING & SOFTWARE,bioenergy scenarios|model framework|integrated assessment|environmental impacts|land-use change
194,WOS:000412840100007,2017,Assessing and selecting interventions for river water quality improvement within the context of population growth and urbanization: a case study of the Cau River basin in Vietnam,"Pham Thi Thu Ha, |Kokutse, Nomessi|Duchesne, Sophie|Villeneuve, Jean-Pierre|Belanger, Alain|Ha Ngoc Hien, |Toumbou, Babacar|Duong Ngoc Bach, ",ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,multi-criteria methodology|water quality|integrated watershed management|gibsi|scenario analysis|cau river basin
195,WOS:000349803000001,2015,Integrated modelling for the discharge of brine from desalination plants into coastal waters,"Nikiforakis, I. K.|Stamou, A. I.",DESALINATION AND WATER TREATMENT,hydrodynamics|numerical modelling|desalination|environmental impact|brine
196,WOS:000356814300005,2015,"Modeling Megacity Drinking Water Security under a DSS Framework in a Tidal River at the North Pearl River Delta, China","Xiao, Dacheng|Jia, Haifeng|Wang, Zheng",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,decision support system|hydrodynamic and water quality simulation|drinking water security|scenario analysis|tidal river|efdc|wasp
197,WOS:000414208000006,2017,"Spatially explicit return on investment to private forest conservation for water purification in Indiana, USA","Wang, Yangyang|Atallah, Shady|Shao, Guofan",ECOSYSTEM SERVICES,spatial analysis of ecosystem services|private forest conservation|ecosystem accounting|nutrient retention service|invest nutrient retention model|conservation return on investment
198,WOS:000385902000026,2016,Impacts of combined sewer overflows on a large urban river - Understanding the effect of different management strategies,"Riechel, Mathias|Matzinger, Andreas|Pawlowsky-Reusing, Erika|Sonnenberg, Hauke|Uldack, Mathias|Heinzmann, Bernd|Caradot, Nicolas|von Seggern, Doerthe|Rouault, Pascale",WATER RESEARCH,cso|dissolved oxygen|impact assessment|integrated modelling|mitigation measures|river spree
199,WOS:000419539900025,2017,A MODIFIED GIS-BASED WATER-SEDIMENT-ADSORBED PHOSPHORUS COUPLING MODEL AND ITS APPLICATION IN A TYPICAL WATERSHED OF SEMIARID REGIONS,"Wu, Lei|Qiao, Shanshan|Liu, Xia",FRESENIUS ENVIRONMENTAL BULLETIN,modified dynamic model|water-sediment-adsorbed nps pollution|distributed coupling effects|soil and water conservation|loess plateau
200,WOS:000401375800006,2017,"Evaluation of DRAINMOD-DSSAT simulated effects of controlled drainage on crop yield, water balance, and water quality for a corn-soybean cropping system in central Iowa","Negm, Lamyaa M.|Youssef, Mohamed A.|Jaynes, Dan B.",AGRICULTURAL WATER MANAGEMENT,controlled drainage|drainmod-dssat|integrated modeling|crop production|water quality
201,WOS:000379366300031,2016,Assessing and Enhancing Environmental Sustainability: A Conceptual Review,"Little, John C.|Hester, Erich T.|Carey, Cayelan C.",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
202,WOS:000381169400013,2016,Water quality permitting: From end-of-pipe to operational strategies,"Meng, Fanlin|Fu, Guangtao|Butler, David",WATER RESEARCH,integrated modelling|multi-objective optimisation|stakeholder engagement|urban wastewater system|water quality permitting
203,WOS:000329831800006,2014,Echoes from the Past: A Healthy Baltic Sea Requires More Effort,"Kotilainen, Aarno T.|Arppe, Laura|Dobosz, Slawomir|Jansen, Eystein|Kabel, Karoline|Karhu, Juha|Kotilainen, Mia M.|Kuijpers, Antoon|Lougheed, Bryan C.|Meier, H. E. Markus|Moros, Matthias|Neumann, Thomas|Porsche, Christian|Poulsen, Niels|Rasmussen, Peter|Ribeiro, Sofia|Risebrobakken, Bjorg|Ryabchuk, Daria|Schimanke, Semjon|Snowball, Ian|Spiridonov, Mikhail|Virtasalo, Joonas J.|Weckstrom, Kaarina|Witkowski, Andrzej|Zhamoida, Vladimir",AMBIO,baltic sea|climate change|holocene|inflow|multiproxy analyses|modeling
204,WOS:000405866700002,2017,Coupling biophysical processes and water rights to simulate spatially distributed water use in an intensively managed hydrologic system,"Han, Bangshuai|Benner, Shawn G.|Bolte, John P.|Vache, Kellie B.|Flores, Alejandro N.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
205,WOS:000357340500070,2015,A modeling approach for agricultural water management in citrus orchards: cost-effective irrigation scheduling and agrochemical transport simulation,"Kourgialas, Nektarios N.|Karatzas, George P.",ENVIRONMENTAL MONITORING AND ASSESSMENT,agroecosystem|groundwater|integrated modeling systems|monitoring water resources|vadose zone|water economy
206,WOS:000410535400364,2015,"Investigating environmental watering options using Source IMS: a case study - the River Murray, Australia","Alam, Md Jahangir|Korn, Alistair|Hardy, Matthew|Weber, T|McPhee, MJ|Anderssen, RS",21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2015),environmental flow|water sharing|river operation|source ims|murray-darling basin
207,WOS:000394904700006,2017,Integrated modeling in urban hydrology: reviewing the role of monitoring technology in overcoming the issue of 'big data' requirements,"Hutchins, Michael G.|McGrane, Scott J.|Miller, James D.|Hagen-Zanker, Alex|Kjeldsen, Thomas R.|Dadson, Simon J.|Rowland, Clare S.",WILEY INTERDISCIPLINARY REVIEWS-WATER,
208,WOS:000368828800009,2016,Incorporating Potential Severity into Vulnerability Assessment of Water Supply Systems under Climate Change Conditions,"Goharian, Erfan|Burian, Steven J.|Bardsley, Tim|Strong, Courtenay",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,climate change impacts|hydrologic modeling|water system analysis|vulnerability
209,WOS:000413380000010,2017,Food and water security: Analysis of integrated modeling platforms,"McNeill, Kelsie|Macdonald, Kiera|Singh, Ashutosh|Binns, Andrew D.",AGRICULTURAL WATER MANAGEMENT,global food security|water availability|climate change|hydrological models|spatial resolution
210,WOS:000398996206111,2015,"MANAGING FLOOD RISK IN COASTAL CITIES THROUGH AN INTEGRATED MODELLING FRAMEWORK SUPPORTING STAKEHOLDERS' INVOLVEMENT: THE CASE OF RETHYMNO, CRETE","Makropoulos, C.|Tsoukala, V.|Belibassakis, K.|Lykou, A.|Chondros, M.|Gourgoura, P.|Nikolopoulos, D.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,extreme hydro-meteorological events|flood risk|active stakeholder participation|rethymno
211,WOS:000354547700003,2015,Integrated Modeling Approach to the Response of Soil Erosion and Sediment Export to Land-Use Change at the Basin Scale,"Yang, Huicai|Wang, Guoqiang|Jiang, Hong|Fang, Huaiyang|Ishidaira, Hiroshi",JOURNAL OF HYDROLOGIC ENGINEERING,soil erosion|land use|rainfall|simulation|sediment transport|soil erosion|land-use change|rainfall simulation|yamanashi hydrological model
212,WOS:000357968700015,2014,Where does blue water go in the semi-arid area of northern China under changing environments?,"Ren, Liliang|Yuan, Fei|Yong, Bin|Jiang, Shanhu|Yang, Xiaoli|Gong, Luyan|Ma, Mingwei|Liu, Yi|Shen, Hongren|Castellarin, A|Ceola, S|Toth, E|Montanari, A","EVOLVING WATER RESOURCES SYSTEMS: UNDERSTANDING, PREDICTING AND MANAGING WATER-SOCIETY INTERACTIONS",runoff|evapotranspiration|blue water|green water|land use and cover changes|water balance
213,WOS:000398871100049,2017,Integrated surface-subsurface model to investigate the role of groundwater in headwater catchment runoff generation: A minimalist approach to parameterisation,"Ala-aho, Pertti|Soulsby, Chris|Wang, Hailong|Tetzlaff, Doerthe",JOURNAL OF HYDROLOGY,integrated modelling|streamflow generation|groundwater|catchment modelling|model calibration
214,WOS:000356548800011,2015,A geoprocessing workflow system for environmental monitoring and integrated modelling,"Yue, Peng|Zhang, Mingda|Tan, Zhenyu",ENVIRONMENTAL MODELLING & SOFTWARE,geoprocessing workflow|geospatial services|integrated modelling|event|openmi|gis
215,WOS:000378954000021,2016,A Reduced Parameter Stream Temperature Model (RPSTM) for basin-wide simulations,"Cheng, Su-Ting|Wiley, Michael J.",ENVIRONMENTAL MODELLING & SOFTWARE,stream/water temperature modeling|integrated modeling|energy/heat balance|climate change|hydrology|muskegon river
216,WOS:000360537700027,2015,Assessment of geo-hazards in a rapidly changing landscape: the three Gorges Reservoir Region in China,"Strehmel, Alexander|Schoenbrodt-Stitt, Sarah|Buzzo, Giovanni|Dumperth, Christian|Stumpf, Felix|Zimmermann, Karsten|Bieger, Katrin|Behrens, Thorsten|Schmidt, Karsten|Bi, Renneng|Rohn, Joachim|Hill, Joachim|Udelhoven, Thomas|Xiang, Wei|Shi, Xuezheng|Cai, Qinghua|Jiang, Tong|Fohrer, Nicola|Scholten, Thomas",ENVIRONMENTAL EARTH SCIENCES,three gorges reservoir region|land-use change|soil erosion|landslides|diffuse matter inputs|integrated modeling
217,WOS:000385712400011,2016,Quantifying peat carbon accumulation in Alaska using a process-based biogeochemistry model,"Wang, Sirui|Zhuang, Qianlai|Yu, Zicheng|Bridgham, Scott|Keller, Jason K.",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,
218,WOS:000403739000034,2017,Harmonizing human-hydrological system under climate change: A scenario-based approach for the case of the headwaters of the Tagus River,"Lobanova, Anastasia|Liersch, Stefan|Tabara, J. David|Koch, Hagen|Hattermann, Fred F.|Krysanova, Valentina",JOURNAL OF HYDROLOGY,hydrological modelling|reservoir management|tagus segura water transfer|human-hydrological systems|water resources allocation|climate change
219,WOS:000424994700004,2017,The H2020 FREEWAT participated approach for the Follonica-Scarlino aquifer case study. A common space to generate shared knowledge on the value of water,"Positano, Pio|Nannucci, Marco",ACQUE SOTTERRANEE-ITALIAN JOURNAL OF GROUNDWATER,follonica|scarlino|numerical modeling|participatory approach|swot analysis
220,WOS:000342632000027,2014,Systematic assessment of the uncertainty in integrated surface water-groundwater modeling based on the probabilistic collocation method,"Wu, Bin|Zheng, Yi|Tian, Yong|Wu, Xin|Yao, Yingying|Han, Feng|Liu, Jie|Zheng, Chunmiao",WATER RESOURCES RESEARCH,
221,WOS:000351843400059,2015,Economic Impacts of Total Water Use Control in the Heihe River Basin in Northwestern China-An Integrated CGE-BEM Modeling Approach,"Li, Na|Wang, Xiaojun|Shi, Minjun|Yang, Hong",SUSTAINABILITY,
222,WOS:000389785300005,2017,An overview of the model integration process: From pre-integration assessment to testing,"Belete, Getachew F.|Voinov, Alexey|Laniak, Gerard F.",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modeling|interoperability|interfaces|wrapping|components|web services
223,WOS:000337672900027,2014,Development of an integrated modeling approach for identifying multilevel non-point-source priority management areas at the watershed scale,"Chen, Lei|Zhong, Yucen|Wei, Guoyuan|Cai, Yanpeng|Shen, Zhenyao",WATER RESOURCES RESEARCH,
224,WOS:000373939100262,2015,Multiobjective Design Optimization in the Lightweight Dataflow for DDDAS Environment (LiD4E),"Sudusinghe, Kishan|Jiao, Yang|Ben Salem, Haifa|van der Schaar, Mihaela|Bhattacharyya, Shuvra S.|Koziel, S|Leifsson, L|Lees, M|Krzhizhanovskaya, VV|Dongarra, J|Sloot, PMA","INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE, ICCS 2015 COMPUTATIONAL SCIENCE AT THE GATES OF NATURE",dataflow|dddas|model-based design|stream mining|machine learning
225,WOS:000334443600004,2014,"Road traffic impact on urban water quality: a step towards integrated traffic, air and stormwater modelling","Shorshani, Masoud Fallah|Bonhomme, Celine|Petrucci, Guido|Andre, Michel|Seigneur, Christian",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,integrated modelling|stormwater|traffic|emissions|air pollution|water quality
226,WOS:000414818700049,2017,Modelling transitions in urban water systems,"Rauch, W.|Urich, C.|Bach, P. M.|Rogers, B. C.|de Haan, F. J.|Brown, R. R.|Mair, M.|McCarthy, D. T.|Kleidorfer, M.|Sitzenfrei, R.|Deletic, A.",WATER RESEARCH,integrated modelling|transition|urban drainage|urban water management|exploratory modelling|flexible design
227,WOS:000328324200005,2014,Assessment of the ability to meet environmental water requirements in the Upper South East of South Australia,"Gibbs, M. S.|Dandy, G. C.|Maier, H. R.",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,rainfall-runoff modelling|salinity|uncertainty|water quality|water resources management
228,WOS:000418736000015,2017,Interaction Between Ecohydrologic Dynamics and Microtopographic Variability Under Climate Change,"Le, Phong V. V.|Kumar, Praveen",WATER RESOURCES RESEARCH,
229,WOS:000375826700002,2016,MODELING NUTRIENT AND HEAVY METAL TRANSPORT AT SELECTED CATCHMENTS IN THE MARMARA REGION,"Akdogan, Zeynep|Guven, Basak|Balcioglu, Isil",FRESENIUS ENVIRONMENTAL BULLETIN,catchment hydrology|contaminant transport|modeling|nutrient loss|heavy metal distribution|swmm
230,WOS:000356814300006,2015,"Integrated Modeling of Water Supply and Demand under Management Options and Climate Change Scenarios in Chifeng City, China","Hao, Lu|Sun, Ge|Liu, Yongqiang|Qian, Hong",JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,climate change|hydrological modeling|water demand and supply|integrated water management
231,WOS:000405216400006,2017,Integrated Modeling of Surface-Subsurface Processes to Understand River-Floodplain Hydrodynamics in the Upper Wabash River Basin,"Saksena, Siddharth|Merwade, Venkatesh|Dunn, CN|VanWeele, B","WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS 2017: INTERNATIONAL PERSPECTIVES, HISTORY AND HERITAGE, EMERGING TECHNOLOGIES, AND STUDENT PAPERS",
232,WOS:000330602100044,2014,"Occupant exposure to indoor air pollutants in modern European offices: An integrated modelling approach (vol 82, pg 9, 2014)","Terry, Andrew C.|Carslaw, Nicola|Ashmore, Mike|Dimitroulopoulou, Sani|Carslaw, David C.",ATMOSPHERIC ENVIRONMENT,
233,WOS:000408788100003,2017,Energy and carbon performance evaluation for buildings and urban precincts: review and a new modelling concept,"Huang, Bin|Xing, Ke|Pullen, Stephen",JOURNAL OF CLEANER PRODUCTION,buildings|integrated modelling|life cycle energy|systems thinking|urban precincts
234,WOS:000401110400008,2017,A service-oriented architecture for coupling web service models using the Basic Model Interface (BMI),"Jiang, Peishi|Elag, Mostafa|Kumar, Praveen|Peckham, Scott Dale|Marini, Luigi|Rui, Liu",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modeling|service-oriented architecture|the basic model interface|emeli-web
235,WOS:000353243300010,2015,Multimodel Ecologies Cultivating Model Ecosystems in Industrial Ecology,"Bollinger, L. Andrew|Nikolic, Igor|Davis, Chris B.|Dijkema, Gerard P. J.",JOURNAL OF INDUSTRIAL ECOLOGY,simulation|complexity|evolutionary models|reuse|industrial ecology|integrated modeling
236,WOS:000370885000006,2016,"Integrated urban hydrologic and hydraulic modelling in Chicago, Illinois","Zhu, Zhenduo|Oberg, Nils|Morales, Viviana M.|Quijano, Juan C.|Landry, Blake J.|Garcia, Marcelo H.",ENVIRONMENTAL MODELLING & SOFTWARE,openmi|efdc|urban hydrological and hydraulic modelling
237,WOS:000386681600006,2016,Assessment of greenhouse CO2 emissions associated with the cement manufacturing process,"Abdul-Wahab, Sabah A.|Al-Rawas, Ghazi A.|Ali, Sappurd|Al-Dhamri, Hilal",ENVIRONMENTAL FORENSICS,carbon dioxide|cement plant|calpuff|wrf|emission factors
238,WOS:000417229100013,2017,Using river microalgae as indicators for freshwater biomonitoring: Review of published research and future directions,"Wu, Naicheng|Dong, Xuhui|Liu, Yang|Wang, Chao|Baattrup-Pedersen, Annette|Riis, Tenna",ECOLOGICAL INDICATORS,riverine microalgae|lotic ecosystem functions|trait-based biomonitoring|multiple stressors|global change
239,WOS:000417183900020,2017,Integrated models to support multiobjective ecological restoration decisions,"Fraser, Hannah|Rumpff, Libby|Yen, Jian D. L.|Robinson, Doug|Wintle, Brendan A.",CONSERVATION BIOLOGY,bayesian network|multicriteria decision analysis|species distribution models|state-and-transition model|trade-offs
240,WOS:000377862900013,2016,Adaptation of water resource systems to an uncertain future,"Walsh, Claire L.|Blenkinsop, Stephen|Fowler, Hayley J.|Burton, Aidan|Dawson, Richard J.|Glenis, Vassilis|Manning, Lucy J.|Jahanshahi, Golnaz|Kilsby, Chris G.",HYDROLOGY AND EARTH SYSTEM SCIENCES,
241,WOS:000365309400010,2015,An integrated model for structure optimization and technology screening of urban wastewater systems,"Huang, Yue|Dong, Xin|Zeng, Siyu|Chen, Jining",FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,urban wastewater system|integrated modeling|multi-objective optimization|non-dominated sorting genetic algorithm (nsga-ii)
242,WOS:000393669800006,2017,A biology-driven receptor model for daily pollen allergy risk in Korea based on Weibull probability density function,"Kim, Kyu Rang|Kim, Mijin|Choe, Ho-Seong|Han, Mae Ja|Lee, Hye-Rim|Oh, Jae-Won|Kim, Baek-Jo",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,pollen|allergy|concentration|risk warning|weibull pdf
243,WOS:000361189800047,2015,Environmental impacts of innovative dairy farming systems aiming at improved internal nutrient cycling: A multi-scale assessment,"de Vries, W.|Kros, J.|Dolman, M. A.|Vellinga, Th. V.|de Boer, H. C.|Gerritsen, A. L.|Sonneveld, M. P. W.|Bouma, J.",SCIENCE OF THE TOTAL ENVIRONMENT,dairy farms|nutrient cycle|life cycle assessment|landscape model|global warming potential|eutrophication potential|acidification potential
244,WOS:000348802400013,2015,Exploring climate change vulnerability across sectors and scenarios using indicators of impacts and coping capacity,"Dunford, R.|Harrison, P. A.|Jaeger, J.|Rounsevell, M. D. A.|Tinch, R.",CLIMATIC CHANGE,
245,WOS:000403644700007,2017,Improved modelling of the freshwater provisioning ecosystem service in water scarce river basins,"Momblanch, Andrea|Paredes-Arquiola, Javier|Andreu, Joaquin",ENVIRONMENTAL MODELLING & SOFTWARE,ecosystem services|freshwater provisioning|water resources management|integrated modelling|water scarcity|aquatool
