,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
10,WOS:000341340000012,2014,Uncertainty in multi-media fate and transport models: A case study for TNT life cycle assessment,MULTICRITERIA DECISION-ANALYSIS SUBSTANCES ENTHALPIES SIMULATION CHEMICALS PARADIGM EXPOSURE WATER LCA,"Life cycle assessment (LCA) is an evaluation method used by decision-makers to help assess the relative environmental impacts of various industrial processes. Despite that many LCA methods remain sensitive to uncertain input data, which can reduce the utility of their results, uncertainty arising from constituent LCA models remains poorly understood. Here, we begin to address this problem by evaluating the extent to which parameter-value uncertainty affects the SimpleBox . fate and transport model, which serves as a backbone for many LCA ecotoxicological impact categories. Two Monte Carlo type sampling methods were used to evaluate dispersion in steady-state concentration values for three chemicals involved in grenade production: toluene, ,-dinitrotoluene (,-DNT), and ,,-trinitrotoluene (TNT). Parameters were first sampled stochastically one-at-a-time, then by randomly exploring a local patch of the parameter space. We confirmed that global temperatures contribute primarily to the overall variance of model results, which at most spanned approximately  decades in magnitude. These results are consistent with previous results obtained for the whole of the LCA method. LCA methods carry out calculations iteratively; a reduction in the error of a single component, such as the fate and transport model, may therefore improve its performance and utility as a decision-making aid.", Published by Elsevier B.V.,"Mayo, M|Collier, ZA|Hoang, V|Chappell, M",SCIENCE OF THE TOTAL ENVIRONMENT,uncertainty sensitivity analysis life cycle assessment fate and transport model simplebox trinitrotoluene,10.1016/j.scitotenv.2014.06.061
11,WOS:000318621800017,2013,Hydrological Simulation in a Forest Dominated Watershed in Himalayan Region using SWAT Model,SENSITIVITY-ANALYSIS PARAMETERS FLOW VALIDATION,"The present study is taken up to test the suitability of SWAT (Soil and Water Assessment Tool) model for estimation of runoff and to understand sensitiveness of model input parameters in a predominantly forested watershed in Kumaun region of Himalaya. The study area Dabka is a small watershed (. km()) lies in North West of Nainital in Uttarakhand. The SWAT is calibrated at an upstream intermediate gauging site Bagjhala draining approximately an area of . km() on monthly basis due to non-availability of observed data at main outlet. A local sensitivity analysis is performed on  input variables in terms of model outputs such as water yield, surface runoff and baseflow to gain in depth understanding of the role of different model parameters for their proper selection. The study concluded that model performed well with Root Mean Square Error (RMSE) value . for calibration and . for validation. Nash Sutcliffe Efficiency (NSE) for calibration and validation period is obtained as . and . respectively whereas Coefficient of determination (R-) for calibration and validation period is . and . indicating good model performance. The most sensitive model parameters affecting water yield are CN, GWQMN and SOL_Z. On the basis of sensitiveness of model parameters, the ranking of most sensitive parameters from highest sensitive to relatively lesser sensitiveness on stream flow are CN, SOL_K and SOL_AWC whereas for base flow SOL_AWC, SOL_Z and GWQMN are found to be more sensitive followed by CN, ESCO and SOL_K.",,"Kushwaha, A|Jain, MK",WATER RESOURCES MANAGEMENT,calibration hydrologic modelling sensitivity runoff,10.1007/s11269-013-0329-9
12,WOS:000360514300002,2015,Colony-specific investigations reveal highly variable responses among individual corals to ocean acidification and warming,GREAT-BARRIER-REEF SYMBIODINIUM DINOPHYCEAE SCLERACTINIAN CORALS GENUS SYMBIODINIUM ISOTOPIC RESPONSES BLEACHING EVENT SKELETAL GROWTH TISSUE BIOMASS CALCIFICATION PORITES,"As anthropogenic climate change is an ongoing concern, scientific investigations on its impacts on coral reefs are increasing. Although impacts of combined ocean acidification (OA) and temperature stress (T) on reef-building scleractinian corals have been studied at the genus, species and population levels, there are little data available on how individual corals respond to combined OA and anomalous temperatures. In this study, we exposed individual colonies of Acropora digitifera, Montipora digitata and Porites cylindrica to four pCO()-temperature treatments including  mu atm- degrees C,  mu atm- degrees C,  mu atm- degrees C and  mu atm- degrees C for  days. Physiological parameters including calcification, protein content, maximum photosynthetic efficiency, Symbiodinium density, and chlorophyll content along with Symbiodinium type of each colony were examined. Along with intercolonial responses, responses of individual colonies versus pooled data to the treatments were investigated. The main results were: ) responses to either OA or T or their combination were different between individual colonies when considering physiological functions; ) tolerance to either OA or T was not synonymous with tolerance to the other parameter; ) tolerance to both OA and T did not necessarily lead to tolerance of OA and T combined (OAT) at the same time; ) OAT had negative, positive or no impacts on physiological functions of coral colonies; and ) pooled data were not representative of responses of all individual colonies. Indeed, the pooled data obscured actual responses of individual colonies or presented a response that was not observed in any individual. From the results of this study we recommend improving experimental designs of studies investigating physiological responses of corals to climate change by complementing them with colony-specific examinations. (C) ", Elsevier Ltd. All rights reserved.,"Kavousi, J|Reimer, JD|Tanaka, Y|Nakamura, T",MARINE ENVIRONMENTAL RESEARCH,scleractinian corals colony-specific responses ocean acidification global warming zooxanthellae bleaching,10.1016/j.marenvres.2015.05.004
13,WOS:000349784200001,2015,Sensitivity Analysis of the Forward Electroencephalographic Problem Depending on Head Shape Variations,ELECTRICAL-IMPEDANCE TOMOGRAPHY VOLUME CONDUCTOR INVERSE PROBLEMS EEG BRAIN SKULL THICKNESS MODEL MEGS,"A crucial aspect in clinical practice is the knowledge of whether Electroencephalographic (EEG) measurements can be assigned to the functioning of the brain or to geometrical deviations of the human cranium. The present work is focused on continuing to advance understanding on how sensitive the solution of the forward EEG problem is in regard to the geometry of the head. This has been achieved by developing a novel analytic algorithm by performing a perturbation analysis in the linear regime using a homogenous spherical model. Notably, the suggested procedure provides a criterion which recognizes whether surface deformations will have an impact on EEG recordings. The presented deformations represent two major cases: () acquired alterations of the surface inflicted by external forces and () deformations of the upper part of the human head where EEG signals are recorded. Our results illustrate that neglecting geometric variations present on the heads surface leads to errors in the recorded EEG measurements less than %. However, for severe instances of deformations combined with cortical brain activity in the vicinity of the distortion site, the errors rise to almost %. Therefore, the accurate description of the head shape plays an important role in understanding the forward EEG problem only in these cases.",,"Doschoris, M|Dassios, G|Fragoyiannis, G",MATHEMATICAL PROBLEMS IN ENGINEERING,,10.1155/2015/612528
14,WOS:000388601200001,2016,Relationship between irrigation water demand and yield of selected crops in Germany between 1902 and 2010: a modeling study,LEAF-AREA INDEX MANAGEMENT PRODUCTIVITY REQUIREMENTS SIMULATION EUROPE,"The demand for irrigation water is increasing worldwide, including regions in Germany with low precipitation and water-demanding crops. In this study, history of irrigation water demand (IWD) in the German nation states in relation to the yield of four crops () potato, () spring barley, () oat, and () winter wheat, during droughts between  and  was analyzed. The difficulties caused by the shifting borders of the German nation state over the past century were dealt with by dividing the data for the region into four time periods for the analysis. Low precipitation during droughts influenced crop yield in the German nation states. Analyses of droughts resulted in no clear conclusions; however, it appeared that after , German nation states droughts had a negative influence on the yield of the four crops despite the important role irrigation played in German agriculture since  in the German nation state. Lower yield because of weather conditions since  was primarily attributable to the high-yield potential of improved crop varieties, for which yield potential is only reached under optimal growing conditions. In this study, the analysis of the modeled historical IWD in agriculture revealed the urgency with which the German crop production systems must adapt to extremes in a changing climate not only by improving irrigation systems via irrigation scheduling but also by greater higher diversification of crops.",,"Drastig, K|Libra, J|Kraatz, S|Koch, H",ENVIRONMENTAL EARTH SCIENCES,germany irrigation water demand agrohyd farmmodel agricultural yield potato wheat barley oat,10.1007/s12665-016-6235-8
15,WOS:000381530700007,2016,Transport energy demand in Andorra. Assessing private car futures through sensitivity and scenario analysis,FUEL CONSUMPTION ELECTRIC VEHICLES POLICY EMISSIONS EFFICIENCY EVOLUTION IRELAND MODELS FLEET CO2,"This paper presents a model which estimates current car fleet energy consumption in Andorra and forecasts such consumption as a reference scenario. The base-year model is built through a bottom-up methodology using vehicle registration and technical inspection data. The model forecasts energy consumption up to , taking into account the fleet structure, the car survival profile, trends in activity of the various car categories, and the fuel price and income elasticities that affect car stock and total fleet activity. It provides an initial estimate of private car energy demand in Andorra and charts a baseline scenario that describes a hypothetical future based on historical trends. A local sensitivity analysis is conducted to determine the most sensitive input parameters and study the effect of its variability. In addition, the scenario analysis explores the most uncertain future aspects which can cause important variability in the results with respect to the Reference scenario and provides a broad estimate of potential energy savings related to different policy strategies. (C) ", Elsevier Ltd. All rights reserved.,"Travesset-Baro, O|Gallachoir, BPO|Jover, E|Rosas-Casals, M",ENERGY POLICY,transport energy demand andorra private car fleet sensitivity analysis scenario analysis,10.1016/j.enpol.2016.05.041
16,WOS:000272824700004,2009,"RUNOFF, SOIL LOSS, AND NUTRIENT DEPLETION UNDER TRADITIONAL AND ALTERNATIVE CROPPING SYSTEMS IN THE TRANSMEXICAN VOLCANIC BELT, CENTRAL MEXICO",PHYSICAL-PROPERTIES LAND-USE FALLOW MANAGEMENT VEGETATION COVER EROSION LIVESTOCK RATES AGROECOSYSTEMS GENERATION,"In the Transmexican Volcanic Belt a traditional fallow system is practiced, called ""ano y vez"" (AV), which does not benefit soil conservation due to its low level of nutrient recycling and because soil protection is poor during the cultivation year. The objective of the present work was to measure runoff and soil and nutrient losses during three annual cycles (-) in Central Mexico under AV rotation and two alternative systems: improved traditional (IT) and traditional organic (TO). Soil losses in the three systems were moderate (<. Mg ha(-) y(-)) except during , in which significant soil losses were recorded in IT and TO due to the scarcity of plant cover (< per cent) that was present throughout the rainy season. During the resting period of the AV system (), the annual runoff increased from  to about  per cent, compared to IT and TO without grazing. The difference in runoff was attributed to an  per cent increase in bulk density of soil surface (- cm) caused by cattle trampling while grazing. Nutrient losses in the three treatments were mainly of N, Ca+, Mg+, Na+, and K+. These results suggest that AV has a higher topsoil degradation effect during the resting year than during the cultivation period. The study shows that incorporating the maize/beans-black oat rotation and residue cover causes a low runoff response that is important in reducing soil degradation. A spatial analysis is presented of erosion at watershed level for two soil management systems assessed."," Copyright (C) 2009 John Wiley & Sons, Ltd.","Bravo-Espinosa, M|Mendoza, ME|Medina-Orozco, L|Prat, C|Garcia-Oliva, F|Lopez-Granados, E",LAND DEGRADATION & DEVELOPMENT,soil degradation herbaceous fallow acrisols conservation tillage maize-oat rotation,10.1002/ldr.953
17,WOS:000386810300001,2016,Steady-State Thermoelastic Analytical Solutions for Insulated Pipelines,GRADED MATERIAL CYLINDERS STAINLESS-STEEL PIPE THERMAL-STRESSES RESIDUAL-STRESS SIMULATION WELDS,"A steady-state thermoelastic analytical solution for a multilayer hollow cylinder, composed of an arbitrary number of phases and subject to both radial pressure and temperature gradient, is presented. By assuming each phase to be homogeneous and thermally isotropic and by varying the mechanical and thermal constitutive parameters, a sensitivity analysis has been performed with the aim of finally applying the study to the mechanical behaviour of an industrial pipeline composed of three phases (steel, insulating coating, and polyethylene) under the action of the above-mentioned load conditions. By making reference to a classical Henckyvon Mises criterion, the stress profiles along the thickness of the layers have been carried out, also localizing the onset of plasticity as a function of the temperature variations, material properties, and geometrical features characterizing the composite structure of interest. At the end, some numerical results of practical interest in the engineering applications have been specialized to three different insulated coating materials (expanded polyurethane, laminate glass, and syntactic foam), to highlight the cases in which thermal properties and loads can significantly interfere with the mechanical response in pipes, in terms of stresses, in this way suggesting possible strategies for avoiding unexpected failure and supporting the optimal structural design of these systems.",,"Fraldi, M|Esposito, L|Carannante, F|Cutolo, A|Nunziante, L",MATHEMATICAL PROBLEMS IN ENGINEERING,,10.1155/2016/6274509
18,WOS:000226659000009,2005,Sensitivity analysis of constrained linear L-1 regression: perturbations to response and predictor variables,LEAST-SQUARES ALGORITHM CURVES,"The active set framework of the reduced gradient algorithm is used to develop a direct sensitivity analysis of linear L- (least absolute deviations) regression with linear equality and inequality constraints on the parameters. We investigate the effect on the L- regression estimate of a perturbation to the values of the response or predictor variables. For observations with nonzero residuals, we find intervals for the values of the variables for which the estimate is unchanged. For observations with zero residuals, we find the change in the estimate due to a small perturbation to the variable value. The results provide practical diagnostic formulae. They quantify some robustness properties of constrained L, regression and show that it is stable. but not uniformly stable. The level of sensitivity to perturbations depends on the degree of collinearity in the model and, for predictor variables, also on how close the estimate is to being nonunique. The results are illustrated with numerical simulations on examples including curve fitting and derivative estimation using trigonometric series.", (C) 2004 Elsevier B.V. All rights reserved.,"Shi, M|Lukas, MA",COMPUTATIONAL STATISTICS & DATA ANALYSIS,sensitivity analysis stability l-1 regression least absolute deviations robustness diagnostics active set reduced gradient algorithm,10.1016/j.csda.2004.03.015
19,WOS:000299658000013,2012,Co-pyrolytic Behaviors of Agricultural Wastes,FIXED-BED DIFFERENT CATALYSTS BIOMASS SAMPLES PART 1 COPYROLYSIS WOOD OIL MECHANISMS RESIDUES REACTOR,"Co-pyrolysis of three agricultural wastes. namely wheat straw oat straw, and corn cob, have been conducted in a fixed-bed reactor The pyrolysis product yields and compositions formed during co-pyrolysis of agricultural wastes at different ratios (w/w %) were investigated. A synergetic effect is determined on the pyrolysis of WS/OS biomass samples together with each other in terms of oil yield and a synergetic effect is not determined on the pyrolysis of WS/CC mixture. Rio-oil obtained front WS/OS mixture also provides many advantages in terms of the product quality. when it is compared with the oil product obtained by using the pyrolysis of biomass samples one by one.",,"Ates, F",ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS,bio-oil co-pyrolysis straw synergetic effect,10.1080/15567036.2010.509211
20,WOS:000262789900006,2009,Influence of reaction kinetics and mesh refinement on the numerical modelling of concrete/clay interactions,UNDERGROUND-LABORATORY FRANCE ATOMIC-FORCE MICROSCOPY SMECTITE DISSOLUTION RATE CHLORITE DISSOLUTION HYPERALKALINE FLUIDS MINERAL DISSOLUTION QUARTZ DISSOLUTION KOH SOLUTIONS IN-SITU MONTMORILLONITE DISSOLUTION,"Large quantities of cements and concretes need to be incorporated in geological disposal facilities for long-lived radwaste. An alkaline plume diffusing from an aged concrete (pH similar to .) through argillite-type rocks has been modelled considering feedback of porosity value variations on transport properties using the reactive transport code TOUGHREACT. The mineralogical composition of the argillite is modified at the interface with the concrete. Diffusion of cementitious elements leads to rapid and strong porosity occlusion in the argillite. Numerical results show that both reaction rates and spatial refinement affect mineralogical transformation pathways. The variations in porosity and the extension of the zone affected by the alkaline perturbation are compared at different times. The major effects of mineral precipitation under kinetic constraints, rather than local equilibrium, are a delay in the porosity clogging and an increase in the extension of the alkaline perturbation in the clay formation. The same time-delay rise for the porosity occlusion also appears for the roughest spatial resolutions. A simulation as representative as possible of temporal and spatial scales of cementation processes must then be supported by more comparative data such as long term experimental investigations or natural analogues.", (C) 2008 Elsevier B.V. All rights reserved.,"Marty, NCM|Tournassat, C|Burnol, A|Giffaut, E|Gaucher, EC",JOURNAL OF HYDROLOGY,clay concrete kinetic porosity clogging sensitivity analysis,10.1016/j.jhydrol.2008.10.013
