,id,year,title,keywords,abstract,copyright,AU,SO,DE,DOI
10,WOS:000174593500001,2002,Use of the most likely failure point method for risk estimation and risk uncertainty analysis,,"The most likely failure point (MLFP) method, developed within the field of structural reliability analysis (where it is known as the FORM/SORM method) is a technique for estimating the risk (probability) that a calculated quantity Q exceeds a set limit Q(lim) when some or all of the inputs to the calculation are uncertain. It can be used as an efficient stand-alone method for this type of risk calculation. However, for application within the field of toxic hazards, it is proposed as a means for performing sensitivity analyses, possibly in parallel with a risk calculation carried out by conventional methods. The basis of the method is outlined and its use is demonstrated by means of an example calculation of the risk arising froth an installation containing chlorine. The calculation uses, as a consequence model, commercial software for the prediction of dense gas transport. The risk estimate is shown to be acceptably close to that obtained by the Monte Carlo method. The use of a proposed screening procedure utilising the sensitivity formulas that the method provides, in order to identify the most significant uncertainties, is demonstrated. The identification of a single set of input values containing sufficient information to summarise (at least approximately) the entire risk analysis is considered to be an important feature of the method and is proposed as the basis of a means for assessing the validity of the consequence model.", (C) 2002 Elsevier Science B.V All rights reserved.,"Mitchell, B",JOURNAL OF HAZARDOUS MATERIALS,risk|toxic|hazard|uncertainty|sensitivity,10.1016/S0304-3894(01)00378-8
11,WOS:000253333700007,2008,Hardware and software efficacy in assessment of fine root diameter distributions,LENGTH|MORPHOLOGY|IMAGES,"Fine roots constitute the majority of root system surface area and thus most of the nutrient and water absorption surface. Fine roots are, however, the least understood of all plant roots. A sensitivity analysis of several software programs capable of providing root diameter distribution analyses was undertaken to determine if this software was capable of discriminating % changes in diameters of roots in the .-. mm diameter range. Digital images produced by drawing discrete lines, by scanning wires of various diameters, and by scanning roots from several legume species were analyzed and compared. None of the three packages were able to adequately analyze these images. Each introduced artifacts into the data that were severe enough to confound interpretation of the resulting diameter class length histograms at resolutions from  to  pixels (px) mm(-), and root diameters from . to .  mm or larger. One package was, however, clearly superior to the other two for routine digital analysis. All three packages require additional development before they are suitable for routine analysis of fine roots. Due to the  px mm- resolution ceiling with currently available scanners, the smallest roots for which this level of discrimination is possible is .mm diameter. For many agricultural and forest species, up to % of their total root length is less than . mm in diameter. It is concluded that both hardware and software constraints currently inhibit the sensitivity of investigations into fine root diameter shifts in response to environmental conditions.", Published by Elsevier B.V.,"Zobel, Richard W.",COMPUTERS AND ELECTRONICS IN AGRICULTURE,fine roots|high resolution|scanner|digital image analysis|diameter distribution|root length,10.1016/j.compag.2007.08.002
12,WOS:000324007200020,2013,Robust optimal dynamic production/pricing policies in a closed-loop system,INVENTORY CONTROL|OPTIMIZATION APPROACH|PRODUCT|RETURNS|MODEL|ENVIRONMENT|EXCHANGE|DEMAND|COSTS,"Hybrid manufacturing/remanufacturing systems play a key role in implementing closed-loop production systems which have been considered due to increasingly environmental concerns and latent profit of used products. Manufacturing and remanufacturing rates, selling price of new products, and acquisition price of used products are the most critical variables to optimize in such hybrid systems. In this paper, we develop a dynamic production/pricing problem, in which decisions should be made in each period confronting with uncertain demand and return. The manufacturer is able to control the demand and return by adjusting selling price and acquisition price respectively, also she can stock inventories of used and new products to deal with uncertainties. Modeling a nominal profit maximization problem, we go through robust optimization approach to reformulate it for the uncertain case. Final robust optimization model is obtained as a quadratic programming model over discrete periods which can be solved by optimization packages of QP. A numerical example is defined and sensitivity analysis is performed on both basic parameters and parameters associated with uncertainty to create managerial views.", (C) 2013 Elsevier Inc. All rights reserved.,"Mahmoudzadeh, Mahdi|Sadjadi, Seyed Jafar|Mansour, Saeed",APPLIED MATHEMATICAL MODELLING,closed-loop supply chain|robust optimization|production-pricing|dynamic pricing|quadratic programming|remanufacturing,10.1016/j.apm.2013.03.008
13,WOS:000379138500008,2016,A probabilistic projection of the transient flow equations with random system parameters and internal boundary conditions,FREQUENCY-RESPONSE METHOD|POLYNOMIAL CHAOS|WATER-HAMMER|PIPELINES|DESIGN,"This paper presents a novel probabilistic approach based on the polynomial chaos expansion that can model the uncertainty propagation from the beginning of a waterhammer simulation and not as an afterthought. Uncertainties are considered in pipe diameter, friction coefficient, and wave speed, as well as internal boundary conditions of leaks and blockages. The polynomial chaos expansion solver results are in an excellent agreement with those calculated by using a model employing the traditional method of characteristics. The probabilistic polynomial chaos approach has the advantage of being robust and more efficient than other non-intrusive methods such as Monte Carlo simulation, which requires thousands of iterations for sharp solutions. The polynomial chaos approach is further extended to solve for randomness in frequency domain using the transfer matrix method with results of comparable accuracy. With further developments, this probabilistic approach can be integrated within existing network modelling software for practical hydraulic engineering problems.",,"Sattar, Ahmed M. A.",JOURNAL OF HYDRAULIC RESEARCH,blockages|leaks|pipelines|polynomial chaos expansion|probabilistic analysis|random variable|transient flow|waterhammer equations,10.1080/00221686.2016.1140682
14,WOS:000251831400002,2008,"Simulation modeling for efficient groundwater management in Balasore coastal basin, India",WATER-RESOURCES|AQUIFERS,"The Balasore coastal groundwater basin in Orissa, India is under a serious threat of overdraft and seawater intrusion. The overexploitation resulted in abandoning many shallow tubewells in the basin. The main intent of this study is the development of a -D groundwater flow and transport model of the basin using the Visual MODFLOW package for analyzing the aquifer response to various pumping strategies. The simulation model was calibrated and validated satisfactorily. Using the validated model, the groundwater response to five pumping scenarios under existing cropping conditions was simulated. The results of the sensitivity analysis indicated that the Balasore aquifer system is more susceptible to the river seepage, recharge from rainfall and interflow than the horizontal and vertical hydraulic conductivities and specific storage. Finally, based on the modeling results, salient management strategies are suggested for the long-term sustainability of vital groundwater resources of the Balasore groundwater basin. The most promising management strategy for the Balasore basin could be: a reduction in the pumpage from the second aquifer by % in the downstream region and an increase in the pumpage to % from the first and second aquifer at potential locations.",,"Rejani, R.|Jha, Madan K.|Panda, S. N.|Mull, R.",WATER RESOURCES MANAGEMENT,simulation|hydrogeology|coastal basin,10.1007/s11269-006-9142-z
15,WOS:000344387000014,2014,Non-stationary extreme value analysis in a changing climate,DIFFERENTIAL EVOLUTION|MODEL PROJECTIONS|RETURN LEVELS|SIMULATIONS|EVENTS|TEMPERATURE|VARIABILITY|ENSEMBLE|IMPACTS|RECORDS,"This paper introduces a framework for estimating stationary and non-stationary return levels, return periods, and risks of climatic extremes using Bayesian inference. This framework is implemented in the Non-stationary Extreme Value Analysis (NEVA) software package, explicitly designed to facilitate analysis of extremes in the geosciences. In a Bayesian approach, NEVA estimates the extreme value parameters with a Differential Evolution Markov Chain (DE-MC) approach for global optimization over the parameter space. NEVA includes posterior probability intervals (uncertainty bounds) of estimated return levels through Bayesian inference, with its inherent advantages in uncertainty quantification. The software presents the results of non-stationary extreme value analysis using various exceedance probability methods. We evaluate both stationary and non-stationary components of the package for a case study consisting of annual temperature maxima for a gridded global temperature dataset. The results show that NEVA can reliably describe extremes and their return levels.",,"Cheng, Linyin|AghaKouchak, Amir|Gilleland, Eric|Katz, Richard W.",CLIMATIC CHANGE,,10.1007/s10584-014-1254-5
16,WOS:000312654600026,2013,SPSens: a software package for stochastic parameter sensitivity analysis of biochemical reaction networks,COUPLED CHEMICAL-REACTIONS|SYSTEMS,"SPSens is a software package for the efficient computation of stochastic parameter sensitivities of biochemical reaction networks. Parameter sensitivity analysis is a valuable tool that can be used to study robustness properties, for drug targeting, and many other purposes. However its application to stochastic models has been limited when Monte Carlo methods are required due to extremely high computational costs. SPSens provides efficient, state of the art sensitivity analysis algorithms in a single software package so that sensitivity analysis can be easily performed on stochastic models of biochemical reaction networks. SPSens implements the algorithms in C and estimates sensitivities with respect to both infinitesimal and finite perturbations to system parameters, in many cases reducing variance by orders of magnitude compared to basic methods. Included among the features of SPSens are serial and parallel command line versions, an interface with Matlab, and several example problems.",,"Sheppard, Patrick W.|Rathinam, Muruhan|Khammash, Mustafa",BIOINFORMATICS,,10.1093/bioinformatics/bts642
17,WOS:000088879600005,2000,Scales and similarities in runoff processes with respect to geomorphometry,SPATIAL VARIABILITY|CATCHMENT|SOIL,"Numerous investigations using various techniques have been carried out towards a more detailed understanding of relationships and interactions between catchment morphometry and rainfall-runoff processes. Recently, this research question has become more relevant through the need for accurate, yet simple, computer models simulating the water balance of large areas. Moreover, advances in the analysis of landform morphometry through the availability of high-resolution digital elevation models (DEMs) and powerful geographical information systems (GIS) have enhanced research efforts with this aim. In this study several computer techniques and models were applied to investigate the effects of geomorphometry on rainfall-runoff processes at different scales. The sensitivity of dynamic hydrological processes to comparatively static boundary conditions requires different methods for modelling, analysis and visualization of different kinds of data appropriate to different scales. Therefore an approach integrating several geocomputational concepts, including spatial analysis of different types of geodata, static modelling of spatial structures, dynamic four-dimensional modelling of hydrological processes and statistical techniques was chosen. Geomorphometric analysis of the study sites was carried out with GIS packages (including ARC/INFO and GRASS), special purpose software and self-developed tools. Soil-morphometry relationships were modelled within a GIS environment. Hydrological models (SAKE and TOPMODEL) were then used to simulate rainfall-runoff processes, and finally statistical tools and sensitivity analysis were applied to gain an insight into the hydrological significance of the various geomorphometric properties. The results demonstrate the importance of small subregions of the catchment, particularly those having low slope angles, low flow lengths and concavities. The spatial distribution of soil types significantly influences modelled runoff. Spatial distributions of soil types are partly related to morphometry and can be captured using soil-morphometry models. Further results show that catchments which differ significantly in morphometry show different runoff responses and different hydrological sensitivity to changes in boundary conditions. A crude derivation of geomorphometric-hydrological landform types could be reached. Therefore, geomorphometric classifications of catchment types could form a basis for representative hydrological modelling at the large scale. Models describing soil distribution in relation to geomorphometry could assist regionalization of spatial heterogeneity and structure of soil parameters relevant in hydrological modelling. Moreover, quantification of geomorphometric catchment structure, e.g. in terms of contributing areas, is needed to describe significant geomorphometric catchment characteristics."," Copyright (C) 2000 John Wiley & Sons, Ltd.","Schmidt, J|Hennrich, K|Dikau, R",HYDROLOGICAL PROCESSES,hydrological modelling|geomorphometry|gis|dem|soil-morphometry relationship,10.1002/1099-1085(20000815/30)14:11/12<1963::AID-HYP48>3.0.CO;2-M
18,WOS:000277447500011,2010,partDSA: deletion/substitution/addition algorithm for partitioning the covariate space in prediction,REGRESSION,"Motivation: Until now, much of the focus in cancer has been on biomarker discovery and generating lists of univariately significant genes, as well as epidemiological and clinical measures. These approaches, although significant on their own, are not effective for elucidating the synergistic qualities of the numerous components in complex diseases. These components do not act one at a time, but rather in concert with numerous others. A compelling need exists to develop analytically sound and computationally advanced methods that elucidate a more biologically meaningful understanding of the mechanisms of cancer initiation and progression by taking these interactions into account. Results: We propose a novel algorithm, partDSA, for prediction when several variables jointly affect the outcome. In such settings, piecewise constant estimation provides an intuitive approach by elucidating interactions and correlation patterns in addition to main effects. As well as generating 'and' statements similar to previously described methods, partDSA explores and chooses the best among all possible 'or' statements. The immediate benefit of partDSA is the ability to build a parsimonious model with 'and' and 'or' conjunctions that account for the observed biological phenomena. Importantly, partDSA is capable of handling categorical and continuous explanatory variables and outcomes. We evaluate the effectiveness of partDSA in comparison to several adaptive algorithms in simulations; additionally, we perform several data analyses with publicly available data and introduce the implementation of partDSA as an R package. Availability: http://cran.r-project.org/web/packages/partDSA/index.html Contact: annette.molinaro@yale.edu Supplementary information: Supplementary data are available at Bioinformatics online.",,"Molinaro, Annette M.|Lostritto, Karen|van der Laan, Mark",BIOINFORMATICS,,10.1093/bioinformatics/btq142
19,WOS:000239466700009,2006,The comparison of four dynamic systems-based software packages: Translation and sensitivity analysis,WETNESS,"Dynamic model development for describing complex ecological systems continues to grow in popularity. For both academic research and project management, understanding the benefits and limitations of systems-based software could improve the accuracy of results and enlarge the user audience. A Surface Wetness Energy Balance (SWEB) model for canopy surface wetness has been translated into four software packages and their strengths and weaknesses were compared based on 'novice' user interpretations. We found expression-based models such as Simulink and GoldSim with Expressions were able to model the SWEB more accurately; however, stock and flow-based models such as STELLA, Madonna, and GoldSim with Flows provided the user a better conceptual understanding of the ecologic system. Although the original objective of this study was to identify an 'appropriate' software package for predicting canopy surface wetness using SWEB, our outcomes suggest that many factors must be considered by the stakeholders when selecting a model because the modeling software becomes part of the model and of the calibration process. These constraints may include user demographics, budget limitations, built-in sensitivity and optimization tools, and the preference of user friendliness vs. computational power. Furthermore, the multitude of closed proprietary software may present a disservice to the modeling community, creating model artifacts that originate somewhere deep inside the undocumented features of the software, and masking the underlying properties of the model. (c) ", Elsevier Ltd. All rights reserved.,"Rizzo, Donna M.|Mouser, Paula J.|Whitney, David H.|Mark, Charles D.|Magarey, Roger D.|Voinov, Alexey A.",ENVIRONMENTAL MODELLING & SOFTWARE,model comparison|dynamic simulation|system-based models|canopy surface energy balance,10.1016/j.envsoft.2005.07.009
20,WOS:000250314200004,2007,"Efficient algorithms for life cycle assessment, input-output analysis, and Monte-Carlo analysis",UNCERTAINTY|INVENTORIES|OPTIONS|SYSTEM|MODEL,"Goal, Scope, and Background. As Life Cycle Assessment (LCA) and Input-Output Analysis (IOA) systems increase in size, computation times and memory usage can increase rapidly. The use of efficient methods of solution allows the use of a wide range of analysis techniques. Some techniques, such as Monte-Carlo Analysis, may be limited if computational times are too slow. Discussion of Methods. In this article, I describe algorithms that substantially reduce computation times and memory usage for solving LCA and IOA systems and performing Monte-Carlo analysis. The algorithms are based on well-established iterative methods of solving linear systems and exploit the power series expansion of the Leontief inverse. The algorithms are further enhanced by using sparse matrix algebra. Results and Discussion. The algorithms presented in this article reduce computational time and memory usage by orders of magnitude, while still retaining a high degree of accuracy. For a  x  LCA system, the algorithm reduced computation time from s to .s while retaining an accuracy of (-)%. Storage was reduced from  megabytes to . megabytes. The algorithm was used to perform a Monte-Carlo analysis on the same system with , samples in s. I also discuss various issues of power series convergence for general LCA and IOA systems and show that convergence will generally hold due to the mathematical structure of LCA and IOA systems. Conclusions. By exploiting the mathematical structure of LCA and IOA iterative techniques substantially reduced the computational times required for solving LCA and IOA systems and for performing Monte-Carlo simulations. This allows more widespread implementation analysis techniques, such as Monte-Carlo analysis, in LCA and IOA. Recommendations and Perspectives. It is suggested that algorithms, such as the ones described in this article, should be implemented in LCA packages. Various checks can be used to verify that computational errors are kept to a minimum.",,"Peters, Glen P.",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,algorithms|input-output analysis (ioa)|matrix inverse|monte-carlo|numerical approaches|power series expansion|sensitivity analysis,10.1065/lca2006.06.254
21,WOS:000224375900007,2004,A tool for risk-based management of surface water quality,SENSITIVITY-ANALYSIS|UNCERTAINTY|MODELS|EUTROPHICATION|PREDICTION|PHOSPHORUS|SYSTEMS|FUTURE,"Water quality Risk Analysis Tool (WaterRAT) is software for supporting decision-making in surface water quality management. The philosophy behind the software is that uncertainty in water quality model predictions is inevitably high due to model equation error, parameter error, and limited definition of boundary conditions and management objectives. Using sensitivity and uncertainty analyses based on Monte Carlo simulation and first order methods, WaterRAT allows the modeller to identify the significant uncertainties, and evaluate the degree to which they control decision-making risk. WaterRAT has a library of river and lake water quality models of varying complexity, and these can be applied at a wide range of temporal and spatial scales, allowing the model design to be responsive to both the modelling task and the data constraints. (C) ", Elsevier Ltd. All rights reserved.,"McIntyre, NR|Wheater, HS",ENVIRONMENTAL MODELLING & SOFTWARE,water quality|uncertainty|risk|decision-making,10.1016/j.envsoft.2003.12.003
