DOI,title,1,2,3,4,5
10.1890/07-1306.1,Sensitivity of population viability to spatial and nonspatial parameters using grip (2008),We evaluated GRIP's performance as a tool for sensitivity analysis of spatial PVAs and explored the consequences of varying spatial input parameters for predictions of a published PVA model of the sand lizard (Lacerta agilis).,"We provide annotated code so that GRIP may be modified to reflect particular species biology, customized for more complex spatial PVA models, upgraded to incorporate features added in newer versions of RAMAS Metapop, used as a template to develop similar programs, or used as it is for computationally efficient sensitivity analyses in support of conservation planning.","Sensitivity analyses of population viability analysis (PVA) models can help measure relative parameter influences on predictions, identify research priorities for reducing uncertainty, and evaluate management strategies.",We used GRIP output to generate standardized regression coefficients (SRCs) and nonparametric correlation coefficients as indices of the relative sensitivity of predicted conservation status to input parameters.,"We developed GRIP, a program to facilitate sensitivity analysis of spatial and nonspatial input parameters for PVAs created in RAMAS Metapop, a widely applied software program."
10.1051/lhb:2007025,Evaluation of urban stormwater quality models (2007),"The tested model estimates the accumulation, erosion and transport of pollutants on surfaces and in sewers using a hydrologic/hydrodynamic scheme.",The model was calibrated for  different initial conditions of in-sewer deposits.,Calibration results showed a large variability in the model outputs in function of the initial conditions and demonstrated that the tested model predictive capacity is very low.,,
10.5194/hess-18-855-2014,PERSiST: a flexible rainfall-runoff modelling toolkit for use with the INCA family of models (2014),"Here, we apply PERSiST to the river Thames in the UK and describe a Monte Carlo tool for model calibration, sensitivity and uncertainty analysis.","Here, we present a flexible, semi-distributed landscape-scale rainfall-runoff modelling toolkit suitable for simulating a broad range of user-specified perceptual models of runoff generation and stream flow occurring in different climatic regions and landscape types.","Credible simulations of solute and pollutant transport in surface waters are dependent on models which facilitate appropriate, catchment-specific representations of perceptual models of the runoff generation process.",,
10.1016/j.enpol.2006.01.025,Economic modelling of price support mechanisms for renewable energy: Case study on Ireland (2007),"Between the other two support mechanisms, the total costs to society are highest for feed-in-tariffs (FIT) until , at which point the costs for the quota system begin to rise rapidly and overtake FIT in -.","The Irish Government is considering its future targets, policy and programmes for renewable energy for the period beyond .","The focus is on three primary price support mechanisms quota obligations, feed in tariffs and competitive tender schemes.","This analysis shows that a  target of % rather than .% generates lower costs for society over the whole period -, but higher costs for the RES-E strategy over the period -.",This paper expands this review with an economic analysis of renewable energy price support mechanisms in the Irish electricity generation sector.
10.1080/00949655.2012.660486,Data-driven sensitivity analysis to detect missing data mechanism with applications to structural equation modelling (2013),Current sensitivity analysis methods primarily assume a model for the response mechanism in conjunction with a measurement model and examine sensitivity to missing data mechanism via the parameters of the response model.,Missing data are a common problem in almost all areas of empirical research.,"Simulation studies are performed as well, using two methods of missing data generation, which show promise for the proposed sensitivity method.",-) introduced a new method of sensitivity analysis that does not require the difficult task of modelling the missing data mechanism.,"Ignoring the missing data mechanism, especially when data are missing not at random (MNAR), can result in biased and/or inefficient inference."
10.1016/j.ijggc.2012.04.011,Assessing health impacts of CO2 leakage from a geological storage site into buildings: Role of attenuation in the unsaturated zone and building foundation (2012),We present an approach to assess the impacts on human health in case of CO leakage emerging in the unsaturated zone under a building.,We first focus on the migration of the CO in the unsaturated zone and the foundation through numerical simulation with sensitivity analysis.,Geological storage of the greenhouse gas CO has the potential to be a widespread and effective option to mitigate climate change.,"As any industrial activity, CO storage may lead to adverse impact on human health and the environment in the case of unexpected leakage from the reservoir.","Our results show that the intrusion of CO into a building is substantially attenuated by the unsaturated zone and the foundation and may lead only under very specific conditions (very low ventilated parts of buildings, high flow rate and/or building situated very close to a leaking pathway) to hazardous CO indoor concentrations."
10.1142/S0219876212400270,A GENERAL TECHNIQUE FOR COUPLING TWO ARBITRARY METHODS IN STRESS ANALYSIS (2012),The problem domain is decomposed into two sub-domains.,Sensitivity matrices of the two sub-domains are used to find the coupling matrix equation.,"Afterwards, a sensitivity analysis at the interface of each sub-domain is carried out.",,
10.1007/PL00013282,Integration of topology and shape optimization for design of structural components (2001),The integration is carried out by first converting the geometry of the topologically optimized structure into smooth and parametric B-spline curves and surfaces.,The B-spline curves and surfaces are then imported into a parametric CAD environment to build solid models of the structure.,"In addition, commercial Computer-Aided Design (CAD), finite element analysis (FEA), optimization, and application software tools are incorporated to support the integrated optimization process.","The control point movements of the B-spline curves or surfaces are defined as design variables for shape optimization, in which CAD-based design velocity field computations, design sensitivity analysis (DSA), and nonlinear programming are performed.",
10.1061/(ASCE)HY.1943-7900.0001249,Monte Carlo Approach for Uncertainty Analysis of Acoustic Doppler Current Profiler Discharge Measurement by Moving Boat (2017),"To a lesser extent, spatial inhomogeneity in the bottom depth also contributed to the total uncertainty, as did uncertainty in the ADCP draft at shallow sites.","The main contributor to uncertainty was invalid data, but spatial inhomogeneity in water velocity and bottom-track velocity also contributed, as did variation in the edge velocity, uncertainty in the edge distances, edge coefficients, and the top and bottom extrapolation methods.","The factors that differed among data sets included the fraction of unmeasured discharge relative to the total discharge, flow nonuniformity, and operator decisions about instrument programming and measurement cross section.",The results demonstrate the importance of a Monte Carlo method tool such as QUant for quantifying random and bias errors when evaluating the uncertainty of moving-boat ADCP measurements.,"They also provide quantitative feedback to the ADCP operators about the quality of their measurements, indicating which parameters are contributing most to uncertainty, and perhaps even highlighting ways in which uncertainty can be reduced."
10.1016/j.scitotenv.2013.11.012,Life cycle assessment of corn-based ethanol production in Argentina (2014),"In Argentina, the legislation has imposed the use of biofuels in blend with fossil fuels ( to %) in the transport sector.","As functional unit,  MJ of anhydrous ethanol at biorefinery is chosen.","The use of fertilizers and resources, seeds production, harvesting process, corn drying, and phosphorus fertilizers and acetamide-anillide-compounds production are the most relevant processes in agricultural system.","For refinery system, corn production, supplied heat and burned natural gas result in the higher contributions.",The studied system includes from raw materials production to anhydrous ethanol production using dry milling technology.
10.1016/j.compag.2005.10.004,Discrete element representation of manure products (2006),A procedure was also developed to create clusters of particles randomly oriented and located within the modeled domain.,A sensitivity analysis was performed to study the influence of parameters defining the linear and Hertz-Mindlin contact constitutive models.,The results showed that numerous parameters have an influence on the behaviour of the virtual product in the direct shear test.,"The results generated by this procedure in terms of granulometry of the assembly of particles were very close to the user specifications with errors on the number of particles and on their size averaging .% and .%, respectively.","The cluster-generation code was tested for clusters made of up to six particles, but could be expanded to include more particles."
10.1615/IntJMultCompEng.2013005821,UNCERTAINTY QUANTIFICATION IN DAMAGE MODELING OF HETEROGENEOUS MATERIALS (2013),"The epistemic and aleatory uncertainties inherent in the model prediction due to model parameter uncertainty, model form error, solution approximations, and measurement errors are investigated.",,,,
10.1016/j.envsoft.2009.05.006,IPH-TRIM3D-PCLake: A three-dimensional complex dynamic model for subtropical aquatic ecosystems (2009),"The software, which is freely available for research purposes, has a graphical user-friendly interface and a flexible design that allows the user to vary the complexity of the model.","This paper presents IPH-TRIMD-PCLake, a three-dimensional complex dynamic model for subtropical aquatic ecosystems.",,,
10.2166/hydro.2015.062,Sensitivity of algorithm parameters and objective function scaling in multi-objective optimisation of water distribution systems (2015),"The results demonstrate that NSGA-II is sensitive to different parameter settings, and unlike in the single-objective problems, a range of parameter setting combinations appears to be required to reach a Pareto front of optimal solutions.","Additionally, inadequately scaled objective functions cause the NSGA-II bias towards the second objective.","Lastly, the methodology for performance and sensitivity analysis may be used for calibration of algorithm parameters.",The performance and sensitivity of NSGA-II parameters using those metrics is evaluated.,"This optimisation model is applied to a regional non-drinking water distribution system, and solved using the optimisation software GANetXL incorporating the NSGA-II linked with the network analysis software EPANet."
10.1155/2013/696374,Optimal Design of Signal Controlled Road Networks Using Differential Evolution Optimization Algorithm (2013),This study proposes a traffic congestion minimization model in which the traffic signal setting optimization is performed through a combined simulation-optimization model.,"In the lower level, the traffic assignment problem, which represents the route choice behavior of the road users, is solved using the Path Flow Estimator (PFE) as a stochastic user equilibrium assessment.","In this model, the TRANSYT traffic simulation software is combined with Differential Evolution (DE) optimization algorithm, which is based on the natural selection paradigm.","The solution of the bilevel EQND problem is carried out by the proposed Differential Evolution and TRANSYT with PFE, the so-called DETRANSPFE model, on a well-known signal controlled test network.",Results show that the DETRANSPFE model outperforms the GA- and HS-based models in terms of the network performance index and the computational time required.
10.1007/s10666-007-9129-z,Traffic Parameters Estimation to Predict Road Side Pollutant Concentrations using Neural Networks (2009),"In this area, various loop detectors and one pollution-monitoring site were located.","Finally, after a sensitivity analysis, it was showed that queues length were the mostly correlated traffic parameters to pollutant concentrations.",,,
10.1016/j.desal.2004.06.030,Technical and economic survey of low enthalpy solar installations for heating sanitary water (2004),"In this context, this investigation focuses on a techno-economic study of a solar power unit for heating sanitary water at low enthalpy.","These criteria take into account, in particular, the technical models, the recent technological innovations and an accurate analysis of the commercial balance (investment costs, actualised values of energy savings, profitability ratio, etc.).",The solar energy is the only outside energy whose contribution is permanent to the global scale.,"The study aims, on the one hand, to help the fitters and the industrials in the calculation and the design of such plants, and on the other hand, the economists will be allowed to compute the different financial and economic parameters in deal with the solar systems.","The solar installation production is determined by climate conditions, energy demand, collector area, material type and load capacity A sensitivity analysis is carried out to determine the influence of these parameters, and many others, on the yearly capacity."
10.1016/S0045-7825(00)00310-8,A computational methodology for shape optimization of structures in frictionless contact (2001),For evaluation it has been implemented as a subsystem of a general finite element software.,"The key building blocks are: analytic sensitivity analysis, an adaptive finite element method, an accurate contact solver.",The parts connected to shape optimization are described in more detail.,The overall design and main principles of operation of this software are outlined.,This paper presents a computational methodology for shape optimization of structures in frictionless contact.
10.1016/j.desal.2017.09.002,Detailed analysis of reverse osmosis systems in hot climate conditions (2017),The Reverse osmosis (RO) technique is currently considered the most reliable technique for brackish water and seawater desalination.,The ROSA software was also used for the analysis of seven different membrane elements.,"Therefore, the present study investigates the performance of reverse osmosis plants in hot climate conditions.",The detailed investigation of the different membrane elements shows that wastewater reclamation using reverse osmosis technology could be a significant source of low-cost fresh water for hot climate countries.,A variance-based sensitivity analysis was performed in order to define the most effective design and operating parameters.
10.1016/j.advengsoft.2006.05.005,Design parameterization and tool integration for CAD-based mechanism optimization (2006),"This paper presents an open and integrated tool environment that enables engineers to effectively search, in a CAD solid model form, for a mechanism design with optimal kinematic and dynamic performance.","In this paper, the design parameterization capabilities developed previously have been applied to support design optimization of engineering products, including a High Mobility Multi-purpose Wheeled Vehicle (HMMWV).","In the proposed environment, Pro/ENGINEER and SolidWorks are supported for product model representation, DADS (Dynamic Analysis and Design System) is employed for dynamic simulation of mechanical systems including ground vehicles, and DOT (Design Optimization Tool) is included for a batch mode design optimization.","In order to demonstrate the feasibility of such an environment, design parameterization that supports capturing design intents in product solid models must be available, and advanced modeling, simulation, and optimization technologies implemented in engineering software tools must be incorporated.",
10.1016/j.advengsoft.2007.03.004,A computational algorithm for the multiple generation of nonlinear mathematical models and stability study (2008),"This paper presents an algorithm that generates families of mathematical models with nonlinear parameters, and includes the study of linear models, based on the experimental data of the intervening variables.",The implementation of this algorithm has been named poly-model and is based on the application of the Gauss-Newton algorithm for obtaining the parameters of nonlinear models [Verdu F. Un Algoritmo para la construccion multiple de modelos matematicos no lineales y el estudio de su estabilidad.,"Universidad de Alicante, ].",Object-oriented Pascal has been used in Delphi .,
10.1007/s00477-014-1004-2,Estimation of evapotranspiration from ground-based meteorological data and global land data assimilation system (GLDAS) (2015),"Comparison of the ETref gathered from observation and GLDAS revealed that both of them showed similar seasonal variation, although ETref calculated from GLDAS were underestimated.","Results showed that the Penman (Proc R Soc Lond Ser A Math Phys Sci :-, ) FAO- Penman-Monteith,  Kpen equation (combination equations), the  Makkink, Priestley-Taylor equation (radiation based equation), and the  Hargreaves equation had a good overall rank.","In this study,  different equations provided in the Reference Evapotranspiration Calculator Software (REF-ET) were utilized for estimating ETref with GLDAS and point scale data collected at  observation sites in the Korean Peninsula during .","Using the six selected equations, seasonal analysis was conducted and evaluated using the bias and RMSE.",
10.1061/(ASCE)HE.1943-5584.0001317,Evaluation of TRMM-Precipitation with Rain-Gauge Observation Using Hydrological Model J2000 (2017),"However, after employing adequate bias-correction techniques, the TRMM precipitation performed well with higher degree of accuracy and can be used as an alternative to measured rainfall data due to its high spatial resolution where data are insufficient for runoff prediction, i.e.,for ungauged basins.","Simulation using gauge precipitation, the values of CC, NSE, PBIAS, and RSR were found to be ., ., ., and .","Spatial precipitation is a major input to distributed hydrological models, and the accuracy of runoff predictions greatly depends on its accuracy.","In the present study, the suitability of tropical rainfall measuring mission (TRMM) multisatellite precipitation analysis (TMPA) rainfall in driving a distributed hydrological model for runoff prediction was evaluated.",Satellite-based precipitation products are expected to offer an alternative to ground-based rainfall estimates in the present and the foreseeable future.
10.1021/acs.est.6b03399,MINFIT: A Spreadsheet-Based Tool for Parameter Estimation in an Equilibrium Speciation Software Program (2016),"Although there are existing tools available, the steep learning curve prevents the wider community of environmental engineers and chemists to adopt those tools.",We developed interactive interfaces so that the optimization processes are transparent.,,,
10.1016/j.scitotenv.2013.07.080,Characterisation factors for life cycle impact assessment of sound emissions (2014),This contribution provides CFs to allow for the quantification of noise impacts on human health in the LCA framework.,A Monte Carlo-based quantitative global sensitivity analysis method was applied to evaluate the importance of the input factors in determining the variance of the output.,"urban day with a frequency of  Hz, rural night at  Hz, etc.).",Noise propagation standards and international reports on acoustics and noise impacts were used to define the model parameters.,A total of  spatial and  archetypal CFs were produced to evaluate noise impacts at a European level (i.e.
10.1007/s10666-005-9029-z,Application of the Morris algorithm for sensitivity analysis of the REALM model for the Goulburn irrigation system (2006),The REALM modelling shell is widely used in Australia as a water allocation modelling tool.,"The Goulburn is more sensitive to some of the numerical convergence parameters used in the allocation software, while the Broken is less sensitive to these factors.",REALM represents the river and irrigation system as a network of storages and carriers.,The model has been optimised to best represent the water harvesting and allocation for use by water management authorities.,The numerical convergence factors also lead to important second-order effects.
10.1016/j.cej.2008.09.008,Kinetic modelling of methane decomposition in a tubular solar reactor (2009),A kinetic simulation of the methane decomposition in a tubular solar chemical reactor prototype is presented.,This reactor is composed of four independent tubular reaction zones inserted in a graphite cavity receiver.,"Then, a kinetic simulation of the solar reactor is proposed and implemented, in which each tubular reaction zone is modelled by three plug-flow reactors in series representing the pre-heating, isothermal, and cooling zones of the reactor.",,
10.1016/j.envsoft.2014.09.005,Plant Modelling Framework: Software for building and running crop models on the APSIM platform (2014),The PMF contains a top-level Plant class that provides an interface with the APSIM model environment and controls the other classes in the plant model.,Four examples are included to demonstrate the flexibility of application of the PMF; .,(C)  The Authors.,A plant configuration file specifies which mid-level and Function classes are to be included and how they are to be arranged and parameterised to represent a particular crop model.,These examples show the PMF can be used to develop models of different complexities and allows flexibility in the approach for implementing crop physiology concepts into model set up.
10.1080/10934529.2015.981122,Sensitivity analyses and simulations of a full-scale experimental membrane bioreactor system using the activated sludge model No. 3 (ASM3) (2015),Other parameters related to the hydrolysis process or to the autotrophic biomass also significantly influenced model outputs.,An ASM-based model was implemented in the numerical software MATHEMATICA where sensitivity analyses and simulations of a membrane bioreactor (MBR) system were carried out.,"Similar results were in general obtained in both cases and according to these analyses, the most significant inputs over the model predictions were growth and storage heterotrophic biomass yields and decay coefficient.",,
10.1016/j.cpc.2015.04.011,PUQ; A code for non-intrusive uncertainty propagation in computer simulations (2015),"PUQ orchestrates runs of the nanoPLASTICITY tool at nanoHUB where users can propagate uncertainties in dislocation dynamics simulations using simply a web browser, without downloading or installing any software.",The code is available for download and also available for cloud computing in nanoHUB.,"Collocation methods include Monte Carlo, Latin Hypercube and Smolyak sparse grids and surrogate models can be obtained in terms of radial basis functions and via generalized polynomial chaos.","of lines in distributed program, including test data, etc.","of bytes in distributed program, including test data, etc."
10.1016/j.ijggc.2016.01.021,Model development and process simulation of postcombustion carbon capture technology with aqueous AMP/PZ solvent (2016),g/t CO to .,GJ/t CO. Only amine slip to the atmosphere increases with AMP/PZ technology: from .,The uncertainty analysis shows that the model is well capable of predicting experimental and pilot result.,The remaining uncertainty is mostly in the reaction kinetics and in the flowsheet design.,The model was applied to a case study of postcombustion CO capture from an Advanced Super Critical Pulverized Coal power plant.
10.1155/2017/6825079,Numerical Study of the Performance and Emission of a Diesel-Syngas Dual Fuel Engine (2017),The Chemkin software with the detailed mechanism was utilized to calculate the effect of syngas addition on the combustion characteristics of diesel combustion.,The D model was adopted to study the effect of syngas addition on the performance and exhaust emissions of the engine and the relevant data of the experiment was used in the calibration of the D model.,"Based on the reduced mechanism and engine parameters, a D model of the engine was constructed with the Forte code.",The findings showed that the addition of syngas could reduce the ignition delay time and increase the laminar flame speed.,"Based on the theory of direct relation graph (DRG) and the sensitivity analysis, a reduced mechanism for the diesel-syngas dual fuel was constructed."
10.1016/j.cej.2013.01.030,Techno-economic analysis of two bio-oil upgrading pathways (2013),The primary products of the hydrotreating/FCC pathway are commodity chemicals whereas the primary products for the hydrotreating/hydrocracking pathway are transportation fuels and hydrogen.,"In the hydrotreating/FCC pathway, two options are available as the hydrogen source for hydrotreating: merchant hydrogen or hydrogen from natural gas reforming.",The results show that a facility employing the hydrotreating/ FCC pathway with hydrogen production via natural gas reforming option generates the highest IRR of .%.,We evaluate the economic feasibility for two bio-oil upgrading pathways: two-stage hydrotreating followed by fluid catalytic cracking (FCC) or single-stage hydrotreating followed by hydrocracking.,The bio-oil yield via fast pyrolysis is assumed to be % of biomass.
10.1016/j.jhydrol.2004.11.010,Applicability of neuro-fuzzy techniques in predicting ground-water vulnerability: a GIS-based sensitivity analysis (2005),The neuro-fuzzy models were developed using NEFCLASS-J software on a JAVA platform and were loosely integrated with a GIS.,"In recent years, Geographic Information Systems (GIS), neural networks and fuzzy logic techniques have been used in several hydrological studies.",The overall objective of this research is to examine the sensitivity of neuro-fuzzy models used to predict groundwater vulnerability in a spatial context by integrating GIS and neuro-fuzzy techniques.,"Compared to bell-shaped and triangular-shaped membership functions, the neuro-fuzzy models with a trapezoidal membership function were the least sensitive to the various permutations and combinations of the learning and validation parameters.","The sensitivity analysis showed that neuro-fuzzy models were sensitive to the shape of the fuzzy sets, number of fuzzy sets, nature of the rule weights, and validation techniques used during the learning processes."
10.1007/s10040-013-1060-6,Effect of thermal-hydrogeological and borehole heat exchanger properties on performance and impact of vertical closed-loop geothermal heat pump systems (2014),"Interaction with the subsurface significantly affects the thermal performance, sustainability, and impacts of such systems.","This study shows the importance of subsurface thermal conductivity, groundwater flow (flux > (-) m/s), and background and inlet temperature on system performance and impact.",It also shows the importance of groundwater flow (flux > (-) m/s) on thermal recovery of the ground over other factors.,"Sensitivity of the loop outlet temperatures and heat exchange rates to hydrogeological, system and meteorological factors (i.e.",
10.1007/s00477-012-0608-7,Estimation of uncertainty sources in the projections of Lithuanian river runoff (2013),The emission scenarios had much greater influence on the runoff projection than the global climate models.,Particular attention is given to the reliability of hydrological modelling results.,The hydrological model parameters had less impact on the reliability of the modelling results.,"The impact of model parameters on the runoff modelling results was estimated using a sensitivity analysis for the selected hydrological periods (spring flood, winter and autumn flash floods, and low water).","The uncertainties introduced by hydrological model parameters, emission scenarios and global climate models were presented according to the magnitude of the expected changes in Lithuanian rivers runoff."
10.1016/j.pce.2007.07.053,Simiyu River catchment parameterization using SWAT model (2007),"The analysis of sensitive parameters and auto-calibration was achieved by sensitivity analysis and auto-calibration options, which are new in the recent version of SWAT, SWAT .",The low level of model performance achieved in these studies showed that other factors than the spatial land data are greatly important for improvement of flow estimation by SWAT in Simiyu.,The land use data were reclassified based on some ground truth maps using IDRISI Kilimanjaro software.,The river discharge estimates from this and a previous study were compared so as to evaluate performances of the recent hydrologic simulations in the catchment.,"The Soil data were also reclassified manually to represent different soil hydrologic groups, which are important for the SWAT model set-up and simulations."
10.1016/j.compag.2007.08.002,Hardware and software efficacy in assessment of fine root diameter distributions (2008),"Due to the  px mm- resolution ceiling with currently available scanners, the smallest roots for which this level of discrimination is possible is .mm diameter.",A sensitivity analysis of several software programs capable of providing root diameter distribution analyses was undertaken to determine if this software was capable of discriminating % changes in diameters of roots in the .-.,"One package was, however, clearly superior to the other two for routine digital analysis.","Each introduced artifacts into the data that were severe enough to confound interpretation of the resulting diameter class length histograms at resolutions from  to  pixels (px) mm(-), and root diameters from .",None of the three packages were able to adequately analyze these images.
10.1016/j.agee.2006.01.013,Simulation modeling of soil and plant nitrogen use in a potato cropping system in the humid and cool environment (2006),"The objectives were to predict in-season N requirements by the potato crop, tuber yield, N uptake, N partitioning within root, leaf, stem and tuber, and N loss in the plant-soil system, and to examine the accuracy of using model predictions for N management in potato.",The model estimated loss of N was % of the field measurements.,The model was unidimensional and used a daily time step.,"Simultaneously, high daily N uptake occurred when N concentrations in the root zone ranged between  and  kg ha(-).",The predicted maximum daily N uptake rate (.
10.1007/s00477-013-0845-4,Risk and uncertainty analysis of gas pipeline failure and gas combustion consequence (2014),The performed probabilistic analysis enables to investigate uncertainty and failure rates of pipelines when age-dependence is significant and when it is not relevant.,"The related work includes performance of the following tasks: to study gas pipeline combustion model, to identify uncertainty of model inputs noting their variation range, and to apply uncertainty and sensitivity analysis for results of this model.",The rupture of a high-pressure natural gas pipeline can lead to consequences that can pose a significant threat to people and property in the close vicinity to the pipeline fault location.,"For this purpose, authors present available statistical information and probabilistic analysis related to failures of natural gas pipelines.",The measures of uncertainty and sensitivity analysis were estimated and outcomes presented applying software system for uncertainty and sensitivity analysis.
10.1016/j.psep.2007.11.003,Design of sustainable chemical processes: Systematic retrofit analysis generation and evaluation of alternatives (2008),"The significance of this indicator-based method is that it is able to identify alternatives, where one or more performance criteria (factors) move in the same direction thereby eliminating the need to identify tradeoff-based solutions.",A computer-aided tool has been developed to facilitate the calculations needed for the application of the methodology.,An indicator sensitivity analysis algorithm has been added to the methodology to define design targets and to generate sustainable process alternatives.,"The methodology determines a set of mass and energy indicators from steady-state process data, establishes the operational and design targets, and through a sensitivity-based analysis, identifies the design alternatives that can match a set of design targets.",
