DOI,title,1,2,3,4,5
10.1111/1365-2745.12507,Understanding the dominant controls on litter decomposition (2016),"Climate has long been considered the primary broad-scale control on litter decomposition rates, yet recent work suggests that plant litter traits may predominate.","Both decomposition paradigms, however, rely on inferences from cross-biome litter decomposition studies that analyse site-level means.",,,
10.1111/conl.12146,A Novel Tool for Making Policy Recommendations Based on PVA: Helping Theory Become Practice (2015),"Using our method with 14 previously published PVAs, we show that expected probability of success varied from 0.14 to 0.98, failure from 0.054 to 0.6, and the probability management was not needed varied from 0.015 to 0.47.",Two common objections are that model outputs are too uncertain and are often not communicated effectively.,,,
10.1007/s11069-012-0536-3,Dynamic sensitivity analysis of long-running landslide models through basis set expansion and meta-modelling (2014),Dynamic sensitivity analysis aims at assessing the influence of the landslide properties on the time-dependent predictions (e.g.,time series of landslide displacements).,"The methodology combining ""basis set expansion-meta-model-Sobol' indices"" is then applied to the Swiss La Frasse landslide to investigate the dynamic sensitivity analysis of the surface horizontal displacements to the slip surface properties during the pore pressure changes.","In this article, I explore the use of a basis set expansion, such as principal component analysis, to reduce the output dimensionality to a few components, each of them being interpreted as a dominant mode of variation in the overall structure of the temporal evolution.","The computationally intensive calculation of the Sobol' indices for each of these components are then achieved through meta-modelling, that is, by replacing the landslide model by a ""costless-to-evaluate"" approximation (e.g."
10.1016/j.watres.2011.08.047,"Quantification of uncertainty in modelled partitioning and removal of heavy metals (Cu, Zn) in a stormwater retention pond and a biofilter (2012)","GLUE highlighted model structural uncertainty when modelling the biofilter, due to disregard of plant-driven evapotranspiration, underestimation of sorption and neglect of oversaturation with respect to minerals/salts.","The most sensitive model factors, identified by using Global Sensitivity Analysis (GSA), were related to the physical characteristics of the simulated systems (flow and water losses) and to the fate processes related to Total Suspended Solids (TSS).",This study identified the major sources of uncertainty when estimating the removal of copper and zinc in a retention pond and a biofilter by using a conceptual dynamic model which estimates MP partitioning between the dissolved and particulate phases as well as environmental fate based on substance-inherent properties.,The model prediction bounds were estimated by using the Generalized Likelihood Uncertainty Estimation (GLUE) technique.,"The results of this study however illustrate the potential for the application of conceptual dynamic fate models base on substance-inherent properties, in combination with available datasets and statistical methods, to estimate the MP removal in different stormwater treatment systems and compare with environmental quality standards targeting the dissolved MP fraction."
10.1016/j.jhydrol.2016.01.035,Rainfall interception modelling: Is the wet bulb approach adequate to estimate mean evaporation rate from wet/saturated canopies in all forest types? (2016),"In sparse forests it might be better to model E and interception loss at the tree level assuming that the individual tree crowns behave as wet bulbs (""wet bulb approach"").","In such cases, the Penman-Monteith approach seems preferable.","In this study, and for five different forest types and climate conditions, interception loss measurements were compared to modelled values (Gash's interception model) based on estimates of E by the Penman-Monteith and the wet bulb approaches.","When the canopy is not fully ventilated, the wet bulb approach requires a reduction of leaf area index to the upper, more ventilated parts of the canopy, needing data on the vertical leaf area distribution, which is seldom-available.","Results show that the wet bulb approach is a good, and less data demanding, alternative to estimate E when the forest canopy is fully ventilated (very sparse forests with a narrow canopy depth)."
10.1007/s10472-017-9542-1,Efficient design of experiments for sensitivity analysis based on polynomial chaos expansions (2017),We consider a problem of experimental design points selection for Sobol' indices estimation.,,,,
10.1016/j.compag.2016.08.015,"The effect of tuning, feature engineering, and feature selection in data mining applied to rainfed sugarcane yield modelling (2016)","To evaluate the impact of the different steps in the mentioned context, we evaluated sugarcane (Saccharum spp.)","Tuning and feature engineering reduced the MAE on average by 1.17 and 0.64 Mg ha-1, respectively.",Models with lower performance were close to simply predicting yield from the average yield for each number of cuts (MAE of 9.86 Mg ha(-1)).,"Based on the results, we recommend following the presented workflow for the development of yield models.","The use of these techniques within a context with feature engineering, feature selection, and proper tuning can further improve performance beyond a simple replacement of multiple linear regression."
10.18564/jasss.2897,The Complexities of Agent-Based Modeling Output Analysis (2015),"Similarly, the increasing use of data and dynamics in ABMs has further enhanced the complexity of their outputs.","In this article, we offer an overview of the state-of-the-art approaches in analysing and reporting ABM outputs highlighting challenges and outstanding issues.",,,
10.1016/j.ress.2013.04.004,Global sensitivity/uncertainty analysis for agent-based models (2013),We identify the most significant parameters in the model and uncover their contributions to the outputs of interest.,We propose to use global sensitivity analysis as a tool for analyzing and evaluating agent-based models.,"Agent-based models simulate simultaneous actions and interactions of multiple agents, in an attempt to re-create and predict the appearance of complex phenomena.",Methodology of model reduction for agent-based models is discussed and demonstrated for the aforementioned model.,
10.1016/j.envsoft.2011.04.003,Many-objective de Novo water supply portfolio planning under deep uncertainty (2012),This paper proposes and demonstrates a new interactive framework for sensitivity-informed de Novo planning to confront the deep uncertainty within water management problems.,The de Novo planning framework demonstrated illustrates how to adaptively improve the value and robustness of our problem formulations by evolving our definition of optimality while discovering key tradeoffs.,"We explore these issues within the context of a risk-based water supply management problem, where a city seeks the most efficient use of a water market.",,
10.1016/j.envsoft.2015.02.011,Energy and nutrient recovery for municipal wastewater treatment: How to design a feasible plant layout? (2015),"Moreover, sensitivity analysis points out the dominant influence of wastewater organic matter on energy production and consumption.","The analysis showed that in the Netherlands, proposed configuration consists of four technologies: bioflocculation, cold partial nitritation/Anammox, P recovery, and anaerobic digestion.",Activated sludge systems are commonly used for robust and efficient treatment of municipal wastewater.,"Results indicate the possibility to increase net energy yield up to 0.24 kWh/m(3) of wastewater, while reducing carbon emissions by 35%.",
10.1061/(ASCE)CP.1943-5487.0000714,Performing Global Uncertainty and Sensitivity Analysis from Given Data in Tunnel Construction (2017),"This research contributes to (1) the body of knowledge by proposing a more appropriate research methodology that can cope with aleatory and epistemic uncertainty and support global US analysis based on given data, and (2) the state of practice by providing a data-driven metamodel technique to simulate system behaviors of tunnel-induced building damage with high reliability and reduce dependency on domain experts.",The novelty of the developed approach lies in its capability of learning from given data to identify relationships between model inputs and outputs to provide an access for conducting global US analysis.,"This paper develops a novel hybrid approach that integrates metamodeling, machine learning algorithms, and a variance decomposition technique to support global uncertainty and sensitivity (US) analysis under uncertainty.",The collected data from the construction of the Wuhan Metro system (WMS) in China are used in a case study to demonstrate the effectiveness and applicability of the developed approach.,The extended Fourier amplitude sensitivity test (EFAST) is used to perform global US analysis on the basis of the well-trained metamodel.
10.1016/j.envsoft.2013.10.001,Untangling drivers of species distributions: Global sensitivity and uncertainty analyses of MAXENT (2014),"These results are related to the SP but, in general MAXENT appears as a very non-linear model where uncertainty mostly derives from the interactions among input factors.",We consider the Snowy Plover (Charadrius alexandrinus nivosus) (SP) in Florida that is a shorebird whose habitat is affected by sea level rise due to climate change.,The importance of intrinsic and exogenous input factors to the uncertainty of the species distribution is evaluated for MAXENT.,Untangling drivers of systems and uncertainty for species distribution models (SDMs) is important to provide reliable predictions that are useful for conservation campaigns.,The large land cover variation determines a moderate decrease in habitat suitability in 2060 and 2100 prospecting a low risk of decline for the SP.
10.1016/j.enbuild.2017.03.062,Simplified model to predict the thermal demand profile of districts (2017),These validated tools have been used in the design of the building and its components.,Extensive research works have been carried out over the past few decades in the development of simulation tools to predict the thermal performance of buildings.,"The paper describes the method used to develop two types of simplified models to predict the thermal load of a variety of buildings (residential, office, attached, detached, etc.).","The simplified model was then utilized to predict the energy demand of a variety of districts types (residential, commercial or mix), and its prediction accuracy was compared with those made by detailed model: good agreement was observed between the results.",This paper reports the development of a simplified model for predicting the thermal demand profile of a district heating system.
10.1016/j.ijpharm.2016.11.064,Sensitivity analysis of a pharmaceutical tablet production process from the control engineering perspective (2017),Examining its results in a systematic manner makes it possible to assign actuating signals to controlled variables.,This paper presents a sensitivity analysis of a pharmaceutical direct compaction process.,,,
10.1785/0120150180,A New Ground-Motion Prediction Model for Northeastern India (NEI) Crustal Earthquakes (2016),"In this study, a stochastic point-source model is used to develop a ground-motion prediction model for northeastern India (NEI) crustal earthquakes calibrated using region-specific source, path, and site parameters.","In the present study, we simulated 30,000 ground motions to develop the horizontal ground-motion prediction model for NEI.",The NEI strong ground motion database is too limited to derive an empirical ground-motion prediction model valid for all magnitudes and distances.,These simulations are for 1000 earthquakes of moment magnitudes (M-w) 4-8.5 and epicentral distances of 1-300 km.,The model has been validated by comparing it with the available but sparse database of recorded events.
10.1016/j.envsoft.2012.04.010,Three complementary methods for sensitivity analysis of a water quality model (2012),"The water quality model incorporates a rainfall-runoff sub-model and a sediment load estimation sub-model, and is calibrated against hydrologic and water quality data from the Moruya River catchment in southeast Australia.",But this application shows a need to be flexible in the use of different SA techniques.,"The most important parameters are plant stress threshold (f), coefficient of evapotranspiration (e), catchment moisture threshold (d), in decreasing order, indicating that sediment and nutrient loads are more sensitive to parameters that affect the magnitude of flows than those (v(s), tau(q), tau(s)) that control the timing and shape of the peak in a time series.",,
10.1021/es400179w,"Electric Urban Delivery Trucks: Energy Use, Greenhouse Gas Emissions, and Cost-Effectiveness (2013)","Over an array of possible conditions, the median TCO of electric trucks is 22% less than that of diesel trucks on the NYCC.","Considering current and projected U.S. regional electricity generation mixes, for the baseline case, the energy use and GHG emissions ratios of electric to diesel trucks range from 48 to 82% and 25 to 89%, respectively.","For a drive cycle with less frequent stops and high average speed such as the City-Suburban Heavy Vehicle Cycle (CSHVC), electric trucks emit 19-43% less GHGs and consume 5-34% less energy, but cost 1% more than diesel counterparts.",,
10.18564/jasss.3458,Responsiveness of Mining Community Acceptance Model to Key Parameter Changes (2017),Agent-based modeling can be used to facilitate better understanding of how community acceptance changes with changing mine environmental impacts.,This work investigates the sensitivity of an agent-based model (ABM) for predicting changes in community acceptance of a mining project due to information diffusion to key input parameters.,The mining industry has difficulties predicting changes in the level of community acceptance of its projects over time.,"Consequently, uncertainty surrounding the inferences drawn from simulation experiments using the agent-based model will be minimized by obtaining more reliable estimates of close neighbour ratio and number of early adopters.",The results show that the model is more responsive to close neighbour ratio and number of early adopters than average degree.
10.13182/NSE16-37,Global Sensitivity Analysis of Transient Code Output Applied to a Reflood Experiment Model Using the TRACE Code (2016),This work proposes a methodology to analyze transient code output in a more comprehensive manner and coupled with established global sensitivity analysis (SA) methods.,The FDA-derived QoI on the time-dependent cladding temperature was able to give a deeper insight on particular modes of variations exhibited by the model over the whole course of the reflood transient.,"That is, the variations in the cladding temperature transient could be simply divided into two modes: the reversal phase (from heatup until shortly after the temperature turnaround) and the descent phase (onward until quenching).",The exclusion of these parameters reduces the size of the problem and decreases the cost of the downstream analysis.,The high-dimensional transient output is then projected in reduced dimension by using principal component analysis.
10.1002/2014WR015382,Quantifying the economic importance of irrigation water reuse in a Chilean watershed using an integrated agent-based model (2015),The Chilean water code established tradable water rights as a mechanism to allocate water amongst farmers and other water-use sectors.,"This paper demonstrates how farmers can hoard water rights as a risk management strategy for variable water supply, for example, due to the cycles of El Nino or as consequence of climate change.","While farmers with insufficient water rights can rely on unclaimed water during conditions of normal water availability, drought years overproportionally impact on their supply of irrigation water and thereby farm profitability.","For example, speculative hoarding of water rights in expectations of their increasing value has been described.",Irrigation with surface water enables Chilean agricultural producers to generate one of the country's most important economic exports.
10.13031/trans.12179,MOESHA: A GENETIC ALGORITHM FOR AUTOMATIC CALIBRATION AND ESTIMATION OF PARAMETER UNCERTAINTY AND SENSITIVITY OF HYDROLOGIC MODELS (2017),"Subsequently, we compare the model parameter distributions to the distribution of a dummy variable (i.e., a variable that does not affect model output) to differentiate between impactful (i.e., sensitive) and non-impactful parameters.",Characterization of the uncertainty and sensitivity of model parameters is an essential facet of hydrologic modeling.,"In addition to calibrating model parameters to a hydrologic model, MOESHA determines the optimal distribution of model parameters that maximizes model robustness and minimizes error, and the results provide an estimate for model uncertainty due to the uncertainty in model parameters.",This article introduces the multi-objective evolutionary sensitivity handling algorithm (MOESHA) that combines input parameter uncertainty and sensitivity analyses with a genetic algorithm calibration routine to dynamically sample the parameter space.,"In this way, an optimally calibrated model is produced, and estimations of model uncertainty as well as the relative impact of model parameters on model output (i.e., sensitivity) are determined."
10.1016/j.ejor.2012.11.047,Global sensitivity measures from given data (2013),Simulation models support managers in the solution of complex problems.,"However, numerical complexity, especially in the presence of a high number of factors, induces analysts to employ less informative but numerically cheaper methods.",A formal definition of the estimators is provided and corresponding consistency theorems are proved.,We also introduce a symmetry result that enables the estimation of global sensitivity measures to datasets produced outside a conventional input-output functional framework.,
10.1371/journal.pone.0104325,Rising CO2 Levels Will Intensify Phytoplankton Blooms in Eutrophic and Hypertrophic Lakes (2014),We tested the model in chemostat experiments with the freshwater cyanobacterium Microcystis aeruginosa at different CO2 levels.,"In total, these findings warn that rising CO2 levels may result in a marked intensification of phytoplankton blooms in eutrophic and hypertrophic waters.",Sensitivity analysis indicated that the model predictions were qualitatively robust.,"Here, we develop a mathematical model to predict dynamic changes in dissolved inorganic carbon (DIC), pH and alkalinity during phytoplankton bloom development.","Yet, quantitative prediction of the feedbacks between phytoplankton growth, CO2 drawdown and the inorganic carbon chemistry of aquatic ecosystems has received surprisingly little attention."
10.1007/s10346-016-0783-6,"Does parameterization influence the performance of slope stability model results? A case study in Rio de Janeiro, Brazil (2017)",SFSI is defined as the fraction of tested parameter combinations within a given space yielding FOS < 1.,"We repeat our physically based calculations for various parameter spaces, employing the infinite slope stability model and the sliding surface model of the software r.slope.stability for testing the geotechnical parameters and the Transient Rainfall Infiltration and Grid-Based Regional Slope-Stability Model (TRIGRS) for testing the geohydraulic parameters.","Whilst the results vary considerably in terms of their conservativeness, the ability to reproduce the spatial patterns of the observed landslide release areas is relatively insensitive to the variation of the parameterization as long as there is sufficient pattern in the results.",,
10.1016/j.envsoft.2014.08.005,AquaCrop: FAO's crop water productivity and yield response model (2014),The model requires a relatively small number of explicit parameter values and mostly intuitive input variables.,"Nutrient deficiencies and salinity effects are simulated indirectly by moderating canopy cover development over the season, and by reducing crop transpiration and the normalized water productivity.","With the help of relatively few conservative crop parameters, AquaCrop simulates final crop yield in four steps that are easy to understand, which makes the modeling approach transparent.",The effect of CO2 concentration on biomass is simulated by altering the normalized water productivity.,
10.2166/wcc.2017.149,Sensitivity analysis of hydrological models: review and way forward (2017),Sensitivity analysis (SA) methods help to identify the parameters that have a strong impact on the model outputs and hence influence the model response.,"Irrespective of the choice of models, the major source of error in any hydrological modeling is the uncertainty in the determination of model parameters, owing to the mismatch between model complexity and available data.",Various methods are available to perform SA and the perturbation technique varies widely.,"This study further elaborates the objectives behind selection and application of SA approaches in hydrological modeling, hence providing valuable insights on the limitations, knowledge gaps, and future research directions.",The applicability of different SA approaches for various purposes is understood.
10.1016/j.envsoft.2012.04.017,Sampling strategies in density-based sensitivity analysis (2012),"We apply the methods to the Level E model, a computational tool developed by the Nuclear Energy Agency of the OECD for the assessment of nuclear waste disposal sites.",We investigate their behaviour in terms of type I and type II errors.,Results show that application of the proposed sampling plans allows one to obtain confidence in the sensitivity estimates at a number of model runs several orders of magnitude lower than a brute-force approach.,Several authorities and agencies recommend the utilization of proper sensitivity analysis methods in order to confidently entrust model results.,"In this respect, density-based techniques have recently attracted interest among academicians and practitioners, for their property to characterize uncertainty in terms of the entire distribution of an output variable."
10.1016/j.envsoft.2010.10.007,Convergence and uncertainty analyses in Monte-Carlo based sensitivity analysis (2011),This paper proposes two methods to monitor the convergence and estimate the uncertainty of sensitivity analysis techniques.,These two methods are implemented to assess five different sensitivity analysis techniques applied to an environmental model.,,,
10.1061/(ASCE)WR.1943-5452.0000171,Reducing the Complexity of Multiobjective Water Distribution System Optimization through Global Sensitivity Analysis (2012),"Sobol's method is used to screen insensitive decision variables and guide the formulation of reduced complexity WDS optimization problems (i.e., fewer decision variables).","In both cases, sensitivity analysis results reveal that WDS performance is strongly controlled by a small proportion of decision variables, which should be the focus of preconditioning problem formulations.","Overall, this study reveals for the first time that the use of global sensitivity analysis is computationally efficient and potentially critical when solving the complex multiobjective WDS problems.",This study investigates the use of global sensitivity analysis as a screening tool to reduce the computational demands associated with multiobjective design and rehabilitation of water distribution systems (WDS).,This sensitivity-informed problem decomposition dramatically reduces the computational demands associated with attaining high-quality approximations for optimal WDS trade-offs.
10.1016/j.watres.2013.04.054,Applying global sensitivity analysis to the modelling of flow and water quality in sewers (2013),"The aims are to i) compare both methods concerning the similarity of results and their applicability, ii) discuss the implications for factor fixing (identifying non-influential parameters) and factor prioritisation (identifying important parameters) and iii) rank the important parameters for the investigated model.",We advocate the simultaneous use of both methods for a first model assessment as they allow answering both factor fixing and factor prioritisation at low computational cost.,For the investigated model the results allow a sound choice of output variables and rainfall events in view of detailed uncertainty analysis or model calibration.,This contribution discusses two GSA methods applied to a sewer flow and sewer water quality model: Standardised Regression Coefficients (SRCs) using Monte-Carlo simulation as well as the Morris Screening method.,Parameter interactions and non-linearity were identified for the water quality model and the parameter ranking differs between the methods.
10.1016/j.fct.2011.11.044,Looking beyond borders: Integrating best practices in benefit-risk analysis into the field of Food and Nutrition (2012),The BEPRARIBEAN project aims to advance benefit-risk analysis in the area of food and nutrition by learning from other fields.,"If accepted, incorporation of these opportunities will also involve a paradigm shift in Food and Nutrition benefit-risk analysis towards conceiving the analysis as a process of creating shared knowledge among all stakeholders.","From this, ways forward are characterized for benefit-risk analysis in Food and Nutrition.","An integrated benefit-risk analysis aims to give guidance in decision situations where benefits do not clearly prevail over risks, and explicit weighing of benefits and risks is thus indicated.","Integrated benefit-risk analysis in Food and Nutrition may advance in the following ways: Increased engagement and communication between assessors, managers, and stakeholders; more pragmatic problem-oriented framing of assessment; accepting some risk; pre- and post-market analysis; explicit communication of the assessment purpose, input and output; more human (dose-response) data and more efficient use of human data; segmenting populations based on physiology; explicit consideration of value judgments in assessment; integration of multiple benefits and risks from multiple domains; explicit recognition of the impact of consumer beliefs, opinions, views, perceptions, and attitudes on behaviour; and segmenting populations based on behaviour; the opportunities proposed here do not provide ultimate solutions; rather, they define a collection of issues to be taken account of in developing methods, tools, practices and policies, as well as refining the regulatory context, for benefit-risk analysis in Food and Nutrition and other fields."
10.1016/j.envsoft.2016.05.020,Sensitivity Analysis of Range Dynamics Models (SARDM): Quantifying the influence of parameter uncertainty on forecasts of extinction risk from global change (2016),The sensitivity and uncertainty analysis techniques built into SARDM will facilitate ecologists and conservation scientists in better establishing confidence in forecasts of range movement and abundance.,Spatially explicit demographic models are increasingly being used to forecast the effect of global change on the range dynamics of species.,"Here we present a new open-source freeware tool, ""Sensitivity Analysis of Range Dynamics Models"" (SARDM) that provides an all-in-one approach for: (i) determining the implications of integrating complex and often uncertain information into spatially explicit demographic models compiled in RAMAS GIS, and (ii) identifying and ranking the relative importance of different sources of parameter uncertainty.",,
10.1111/1365-2664.12222,BEEHAVE: a systems model of honeybee colony dynamics and foraging to explore multifactorial causes of colony failure (2014),It is experimentally challenging to address causality at the colony scale when multiple factors interact.,"BEEHAVE offers a valuable tool for researchers to design and focus field experiments, for regulators to explore the relative importance of stressors to devise management and policy advice and for beekeepers to understand and predict varroa dynamics and effects of management interventions.","BEEHAVE offers a valuable tool for researchers to design and focus field experiments, for regulators to explore the relative importance of stressors to devise management and policy advice and for beekeepers to understand and predict varroa dynamics and effects of management interventions.","Simulation experiments with various combinations of stressors demonstrate, in simplified landscape settings, the model's potential: predicting colony dynamics and potential losses with and without varroa mites under different foraging conditions and under pesticide application.","Although the underlying causes remain unclear, it is likely that a combination of stressors act together, particularly varroa mites and other pathogens, forage availability and potentially pesticides."
10.1007/s11269-011-9908-9,Multi-Objective Sensitivity Analysis of a Fully Distributed Hydrologic Model WetSpa (2012),The application of fully distributed watershed models has the advantage of providing location-specific outputs.,"However, the calibration of these models is very challenging due to over-parameterization.",,,
10.1016/j.envsoft.2017.03.034,An integrated model to evaluate water-energy-food nexus at a household scale (2017),The model estimates WEF demand and the generated organic waste and wastewater quantities.,"It also investigates the impact of change in user behaviour, diet, income, family size and climate.","The model is based on a survey of 419 households conducted to investigate WEF over winter and summer for the city of Duhok, Iraq.","To achieve a sustainable supply and effectively manage water, energy and food (WEF) demand, interactions between WEF need to be understood.","This study developed an integrated model, capturing the interactions between WEF at end-use level at a household scale."
10.1016/j.jhydrol.2012.09.026,Analysis of the behavior of a rainfall-runoff model using three global sensitivity analysis methods evaluated at different temporal scales (2012),"For instance, it was observed that all parameters were important at least during 1 day a daily scale, while at a yearly scale only the parameters characterizing the soil storage and the recession constants for interflow and percolation had high sensitivities.",An analysis of the parameter sensitivity across the scales showed that the number of important parameter decreases when longer evaluation periods are considered.,The effect of 11 parameters on the discharge of a conceptual rainfall-runoff model was analyzed for a small Austrian catchment.,This information can be used for increasing the understanding of the mechanisms by which the parameters affect the model results.,A correlation analysis further indicated that the periods in which the parameter sensitivity rankings did not agree between the different methods are characterized by a higher impact of the parameters interactions on the modeled discharge.
10.1016/j.envsoft.2011.08.001,Uncertainty and sensitivity analysis of a depth-averaged water quality model for evaluation of Escherichia Coli concentration in shallow estuaries (2011),This paper presents a sensitivity and uncertainty analysis of a 2D depth-averaged water quality model applied to a shallow estuary.,"Globally, the combination of these three parameters was found to be very effective for calibration purposes in the whole estuary.",,,
10.1016/j.envsoft.2017.03.031,Insights into sensitivity analysis of Earth and environmental systems models: On the impact of parameter perturbation scale (2017),Our analyses with different real-world environmental models demonstrate significant implications of subjectivity in the perturbation-scale choice and the need for strategies to address these implications.,"This paper investigates the commonly overlooked ""sensitivity"" of sensitivity analysis (SA) to what we refer to as parameter ""perturbation scale"", which can be defined as a prescribed size of the sensitivityrelated neighbourhood around any point in the parameter space (analogous to step size Dx for numerical estimation of derivatives).","We discuss that perturbation scale is inherent to any (local and global) SA approach, and explain how derivative-based SA approaches (e.g., method of Morris) focus on small-scale perturbations, while variance-based approaches (e.g., method of Sobol) focus on large-scale perturbations.",,
