DOI,title,1,2,3,4,5
10.1016/j.cma.2009.06.015,Goal-oriented r-adaptivity based on variational arguments in the physical and material spaces (2009),We propose a goal-oriented mesh optimization algorithm which ends in an optimized mesh with respect to a chosen quantity of interest.,These residuals are error indicators for the discretization error on the current mesh.,The error in a local quantity of interest depends on the error in the corresponding dual solution or generalized Green's function.,"The minimization of the energy of the primal problem as well as the minimization of the energy of the dual problem with respect to a design function lead to the primal and dual material residuals, respectively.",This fact is used in dual-weighted based goal-oriented error estimation techniques and h- or p-adaptive algorithms.
10.1007/s00158-014-1081-3,Probabilistic sensitivity analysis for novel second-order reliability method (SORM) using generalized chi-squared distribution (2014),"In terms of accuracy, the proposed probabilistic sensitivity analysis is compared with the finite difference method (FDM) using the Monte Carlo simulation (MCS) through numerical examples.","Thus, this study presents sensitivity analysis of the novel SORM at MPP for more accurate RBDO.","To develop RBDO utilizing the recently proposed novel second-order reliability method (SORM) that improves conventional SORM approaches in terms of accuracy, the sensitivities of the probabilistic constraints at the most probable point (MPP) are required.",The numerical examples demonstrate that the analytic sensitivity of the novel SORM agrees very well with the sensitivity obtained by FDM using MCS when a performance function is quadratic in U-space and input variables are normally distributed.,Reliability-based design optimization (RBDO) requires evaluation of sensitivities of probabilistic constraints.
10.1007/s00158-007-0200-9,Aero-structural optimization using adjoint coupled post-optimality sensitivities (2008),The resulting coupled post-optimality sensitivity approach is used to guide a gradient-based optimization algorithm.,"The new approach simplifies the system-level problem, thereby reducing the number of calls to a potentially costly aerodynamics solver.",A new subspace optimization method for performing aero-structural design is introduced.,The method relies on a semi-analytic adjoint approach to the sensitivity analysis that includes post-optimality sensitivity information from the structural optimization subproblem.,
10.1016/j.envsoft.2016.11.024,Exploring snow model parameter sensitivity using Sobol' variance decomposition (2017),"However, the lack of sensitivity of SNOW- to climate warming suggests that it may not be as reliable as a more sensitive model like VIC.","We consider several distinct snow-dominated locations in the western United States, running both SNOW-, a conceptual degree-day model, and the Variable Infiltration Capacity (VIC) snow model, a physically based model.",Model performance is rigorously evaluated through global sensitivity analysis and a temperature warming analysis is conducted to explore how model parameterizations affect portrayals of climate change.,,
10.1007/s001580050083,A simulation-based comparison of multidisciplinary design optimization solution strategies using CASCADE (2000),"IDF assures that each individual discipline is feasible on every design cycle, while driving the entire system (all disciplines) towards multidisciplinary feasibility.","This design cycle is standard in the field of Multi-disciplinary Design Optimization (MDO) and has of ten been referred to in the literature as the ""Multiple-Discipline-Feasible"" (MDF) approach.",The name stems from the fact that complete multidisciplinary feasibility is maintained in each and every design cycle.,"One such solution procedure has been referred to both as ""Simultaneous Analysis and Design"" (SAND) and ""All-at-Once"" (AAO), and treats the entire multidisciplinary design cycle as one large optimization problem, Another alternate solution procedure has been referred to as ""Individual-Discipline-Feasible"" (IDF); this procedure exhibits characteristics which lie in between the two extremes exemplified by MDF and AAO.",The present work will present a rigorous numerical comparison of these solution strategies over a wide variety of problem sizes and complexities.
10.1007/s00158-010-0616-5,Shape optimization for 2-D mixed-mode fracture using Extended FEM (XFEM) and Level Set Method (LSM) (2011),"Two different approaches-a batch-mode, gradient-based, nonlinear algorithm and an interactive what-if analysis-are used for optimization.","As a result, this method does not require highly refined mesh around the crack tip nor re-mesh to conform to the geometric shape of the crack when it propagates, which makes the method extremely attractive for crack propagation analysis.",An engine connecting rod example is used to demonstrate the feasibility of the proposed method.,"Fracture parameters, such as crack growth rate and crack growth direction are computed using extended finite element method (XFEM) and level set method (LSM).","This research incorporates a novel crack propagation analysis technique into shape optimization framework to support design of -D structural components under mixed-mode fracture for: () maximum service life, subject to an upper limit on volume, and () minimum weight subject to specified minimum service life."
10.1016/j.jcp.2015.09.043,A multilevel finite element method for Fredholm integral eigenvalue problems (2015),"The main motivation for such studies is to compute the Karhunen-Loeve expansions of random fields, which play an important role in the applications of uncertainty quantification.",It is noticed that the total computational work of our method is comparable with a single integration step in the finest mesh.,"The error estimates are provided, and the computational complexity is analyzed.",,
10.1016/j.jcp.2010.06.016,Hierarchical Bayesian inference for Ill-posed problems via variational method (2010),"The framework is of variational type, and it can deliver the inverse solution and regularization parameter together with their uncertainties calibrated.","Two approximations are derived within the framework, and some theoretical properties, e.g.",A hierarchical formulation which determines automatically the regularization parameter and the noise level together with the inverse solution is adopted.,It approximates the posteriori probability distribution by separable distributions based on Kullback-Leibler divergence.,
10.1016/j.envsoft.2016.10.005,A new approach to evaluate spatiotemporal dynamics of controlling parameters in distributed environmental models (2017),The difference between them can be used to assess the influence of parameter constraints on the results of sensitivity analyses.,We applied this holistic approach to an existing distributed karst watershed model.,"To comprehensively evaluate the spatiotemporal dynamics of model controls, we propose a novel multi-step approach based on Sobol's method to evaluate parameter sensitivity as well as interactions with respect to different model outlet points, using different objective functions to assess different hydrodynamic conditions; all varying through time.",Distributed environmental models are usually high-dimensional and non-linear.,"The results demonstrated that ) a limited number of spatially-distributed parameters control the varying flow pattern, ) the model is nonlinear and the influential parameters are highly correlated in the model domain and ) the spatial patterns of identified parameter sensitivity and interactions are strongly influenced by the specified parameter bounds."
10.1016/j.jcp.2013.08.024,Improved statistical models for limited datasets in uncertainty quantification using stochastic collocation (2013),We argue that this modified KMM method tries to preserve what is known from the given data and is the better approach when the available data is limited in quantity.,This improvement in accuracy is also demonstrated for the case of UQ in electrostatic and electrothermomechanical microactuators.,We show how our framework results in the accurate computation of statistics in micromechanical systems.,"Comparing the output mean and variance estimated with the empirical moments using the raw data sample as well as the actual moments using the known PDF, we show that the KMM method performs better than KDE and AKDE in predicting these moments with greater accuracy.",This model is propagated through an appropriate response surface function that approximates the behavior of this system using stochastic collocation.
10.1016/j.envsoft.2016.09.022,A probabilistic framework for comparison of dam breach parameters and outflow hydrograph generated by different empirical prediction methods (2016),The multivariate analysis also indicates that lone use of breach parameters is not necessarily sufficient to characterize outflow hydrograph attributes.,"Mean values and percentiles of breach parameters and outflow hydrograph attributes are compared for hypothetical overtopping failure of Burnett Dam in the state of North Carolina, USA.",,,
10.1016/j.jcp.2017.06.026,Sequential data assimilation with multiple nonlinear models and applications to subsurface flow (2017),"Meanwhile, available but limited observations of system state could further complicateone's prediction choices.","Based on an earlier study of Multi-model Kalman filter, we propose a novel framework to assimilate multiple models with observation data for nonlinear systems, using extended Kalman filter, ensemble Kalman filter and particle filter, respectively.",,,
10.1016/j.jhydrol.2009.07.054,Development of a Simple Remote Sensing EvapoTranspiration model (Sim-ReSET): Algorithm and model test (2009),"mm/day, and the RMSE is .",W/m() under neutral or near-neutral atmospheric conditions.,"For the purposes of sensitivity analysis and performance evaluation of the Sim-ReSET model without the effect of potential uncertainties and errors from remote sensing data, the Sim-ReSET model was tested only using intensive ground observations at the Yucheng ecological station in the North China Plain from  to .","Many studies have been conducted to estimated ET using RS data, however, most of them are based partially on ground observations.",W/m() and a root mean square error (RMSE) of .
10.1016/j.envsoft.2012.07.008,Bayesian belief modeling of climate change impacts for informing regional adaptation options (2013),"Using two cases, this article focuses on the processes and methodological issues relating to the use of the BBN modeling technique when the data are based on expert opinion.","The article raises questions about the most appropriate scale at which the methodology applied can be used to identify useful generic determinants of adaptive capacity when, at the scale used, the most useful determinants were sector-specific.","Comparisons between individual BBN conditional probabilities identified diverging and converging beliefs, and that the sensitivity of response variables to direct descendant nodes was not always perceived consistently.",The study expected to find both generic and specific determinants of adaptive capacity based on the perceptions of the stakeholders involved.,While generic determinants were found (e.g.
10.1016/S0045-7825(03)00379-7,A response surface approach for the static analysis of stochastic structures with geometrical nonlinearities (2003),A response surface approach for the finite element analysis of uncertain structures undergoing large displacements is presented.,,,,
10.1007/s001580050156,Sensitivity analysis and optimum design curves for the minimum cost design of singly and doubly reinforced concrete beams (2000),"Despite the simplification of the cost model and the assumptions made, satisfactory and reliable results have been obtained and confirmed by using standard design office procedures.",This paper reports on the application of the Lagrangian Multiplier Method (LMM) to the minimum cost design of both singly and doubly reinforced concrete rectangular beams under Limit state design conditions.,The proposed approach is effective and reliable without the need for iterative trials.,Cost objective functions and stress constraints are derived and implemented within the optimization method.,Optimum design curves have been developed that can be used without prior knowledge of optimization.
10.1016/j.envsoft.2013.03.012,Using a parallelized MCMC algorithm in R to identify appropriate likelihood functions for SWAT (2013),We provide this approach to reduce barriers to the use of MCMC algorithms and to promote the development of appropriate likelihood functions.,The general approach is transferrable to any executable that reads input files.,"For long-running models, the Differential Evolution Adaptive Metropolis (DREAM) algorithm offers spectacular reductions in time required for MCMC analysis.","The ability to use this feature is hindered in models that have a large number of input files, such as SWAT.",Markov Chain Monte Carlo (MCMC) algorithms allow the analysis of parameter uncertainty.
10.1016/j.envsoft.2015.09.006,Setting up a hydrological model of Alberta: Data discrimination analyses prior to calibration (2015),The model was used to quantify the causes and extents of biases in predictions due to different types of input data.,"To build a model with accurate accounting of hydrological processes, a data discrimination procedure was applied in this study.",,,
10.1016/j.envsoft.2013.10.001,Untangling drivers of species distributions: Global sensitivity and uncertainty analyses of MAXENT (2014),"These results are related to the SP but, in general MAXENT appears as a very non-linear model where uncertainty mostly derives from the interactions among input factors.",We consider the Snowy Plover (Charadrius alexandrinus nivosus) (SP) in Florida that is a shorebird whose habitat is affected by sea level rise due to climate change.,The importance of intrinsic and exogenous input factors to the uncertainty of the species distribution is evaluated for MAXENT.,Untangling drivers of systems and uncertainty for species distribution models (SDMs) is important to provide reliable predictions that are useful for conservation campaigns.,The large land cover variation determines a moderate decrease in habitat suitability in  and  prospecting a low risk of decline for the SP.
10.1016/j.jcp.2014.12.006,Pi 4U: A high performance computing framework for Bayesian uncertainty quantification of complex models (2015),The optimization tasks associated with the asymptotic approximations are treated via the Covariance Matrix Adaptation Evolution Strategy (CMA-ES).,The framework accommodates scheduling of multiple physical model evaluations based on an adaptive load balancing library and shows excellent scalability.,"In addition to the software framework, we also provide guidelines as to the applicability and efficiency of Bayesian tools when applied to computationally demanding physical models.",,
10.1007/s00158-008-0316-6,Optimization of dynamic response using a monolithic-time formulation (2009),"Furthermore, the response is captured in a higher order manner to increase analysis accuracy.","In this paper, we investigate the application of a temporal spectral element method to the optimization of transient and time-periodic responses of fundamental engineering systems.","The first application, a one-degree-of-freedom, linear, impact absorber, is selected from the auto industry, and tests the ability of the method to treat transient constraints over a large-time interval.",The design of systems for dynamic response may involve constraints that need to be satisfied over an entire time interval or objective functions evaluated over the interval.,Two applications of the coupling of dynamic response optimization with the temporal spectral element method are demonstrated.
10.1016/j.jcp.2014.12.028,Uncertainty propagation using infinite mixture of Gaussian processes and variational Bayesian inference (2015),This non-trivial extension involves an infinite mixture of MGP's that is trained using variational Bayesian inference.,The automatic detection of the mixture components by the variational inference algorithm is able to capture discontinuities and localized features without adhering to ad hoc constructions.,"Prior to observing any data, a Dirichlet process is used to generate the components of the MGP mixture.","The Bayesian nature of the model allows for the quantification of the uncertainties due to the limited number of simulations, i.e., we can derive error bars for the statistics of interest.","However, the construction of the surrogate surface is hampered by various aspects such as the limited number of model evaluations that one can afford, the curse of dimensionality, multi-variate responses with non-trivial correlations, potential localized features of the response and/or discontinuities."
10.1016/j.envsoft.2014.05.007,"Model simplification and development via reuse, sensitivity analysis and composition: A case study in crop modelling (2014)","In particular, two new versions of WOFOST, the most widespread model from this family, were developed.","Crop models, like many representations of environmental processes, tend to be over-parameterised.",Each version was evaluated for rice and winter wheat.,"Results highlighted a similar accuracy for the three versions: the original one achieved mean normalized RMSE of .% and .% for winter wheat and rice; corresponding values for the new versions were .% and .% (WOFOST-GT), and .% and .% (WOFOST-GT).","A redesign of the SUCROS family of crop models, largely driven by sensitivity analysis, is presented here."
10.1016/j.envsoft.2013.09.031,A comprehensive evaluation of various sensitivity analysis methods: A case study with a hydrological model (2014),"For the Sobol' method, the minimum samples needed are  to compute the first-order and total sensitivity indices correctly.",(C)  The Authors.,"All SA methods are tested using a variety of sampling techniques to screen out the most sensitive (i.e., important) parameters from the insensitive ones.","Morris One-At-a-Time (MOAT) screening is the most efficient, needing only  samples to identify the most important parameters, but it is the least robust method.","We use a newly developed software package, a Problem Solving environment for Uncertainty Analysis and Design Exploration (PSUADE), to evaluate the effectiveness and efficiency of ten widely used SA methods, including seven qualitative and three quantitative ones."
10.1007/s00158-017-1689-1,Concurrent topology optimization of multiscale structures with multiple porous materials under random field loading uncertainty (2017),D and D examples demonstrate the effectiveness of the proposed approach in simultaneously obtaining robust optimal macro structural topology and material microstructural topologies.,"To determine the optimal distribution of the porous materials at the macro/structural scale, our key idea is to employ the discrete material optimization method to interpolate the material properties for multiple porous materials.",Design of multiscale structures is a challenging task due to a vast design space of both materials and structures.,This scheme integrates the SIMP (Solid Isotropic Material with Penalization) at the microscale and PAMP (Porous Anisotropic Material with Penalization) at the macroscale into a single equation.,"In this paper, a robust concurrent TO (topology optimization) approach is developed for designing multiscale structures composed of multiple porous materials under random field loading uncertainty."
10.1016/j.cma.2004.04.004,Design across length scales: a reduced-order model of polycrystal plasticity for the control of micro structure-sensitive material properties (2004),The model reduction is extended to the sensitivity analysis and is a key element for the success of computational design of deformation processes.,"Furthermore, novel design problems are introduced for the control of microstructure based on realistic polycrystalline plasticity.",This reduced-order modeling approach is based on the technique of proper orthogonal decomposition (POD) and the method of snapshots.,Numerical examples that highlight the benefits of the continuum sensitivity method and model reduction are presented.,Reduced-order models are developed to model the evolution of microstructure described by an orientation distribution function using a finite element discretization of the orientation space.
10.1016/j.jcp.2010.05.007,Intrusive Galerkin methods with upwinding for uncertain nonlinear hyperbolic systems (2010),A finite volume scheme with a Roe-type solver is used for discretization of the spatial and time variables.,A Galerkin projection is used to derive a system of deterministic equations for the stochastic modes of the solution.,The stochastic spectral method relies on multi-resolution schemes where the stochastic domain is discretized using tensor-product stochastic elements supporting local polynomial bases.,,
10.1016/j.cma.2015.07.024,A gradient-based shape optimization scheme using an interface-enriched generalized FEM (2015),"Due to the fixed nature of the mesh, the so-called design velocity field only needs to be computed on the structure boundary/interface.","Finally, we solve various numerical examples to demonstrate the capability of the method including the computational design of particulate and microvascular composites.",,,
10.1016/j.jhydrol.2016.06.037,Data-worth analysis through probabilistic collocation-based Ensemble Kalman Filter (2016),We focus on dynamically evolving plumes of dissolved chemicals migrating in randomly heterogeneous aquifers.,"Integration of the Ensemble Kalman Filter method within a data-worth analysis framework enables us to assess data worth sequentially, which is a key desirable feature for monitoring scheme design in a contaminant transport scenario.",We propose a new and computationally efficient data-worth analysis and quantification framework keyed to the characterization of target state variables in groundwater systems.,Our results demonstrate the computational efficiency of our approach and its ability to quantify the impact of the design of the monitoring network on the reduction of uncertainty associated with the characterization of a migrating contaminant plume.,() so that we take advantage of the ability to assimilate data sequentially in time through a surrogate model constructed via the polynomial chaos expansion.
10.1016/j.cma.2016.12.026,A rapid and efficient isogeometric design space exploration framework with application to structural mechanics (2017),A surrogate model to the design space solution manifold is constructed through either an interpolating polynomial or pseudospectral expansion.,"Moreover, this framework enables the visualization of a full system response, including the displacement and stress fields throughout the domain, by providing an approximation to the system solution vector.","In this paper, we present an isogeometric analysis framework for design space exploration.",,
10.1016/j.cma.2004.05.033,The continuum sensitivity method for the computational design of three-dimensional deformation processes (2006),The present D developments include a novel regularized approach to the contact sensitivity problem that addresses the non-differentiability of the contact constraints.,A typical design problem at each optimization iteration involves simultaneous solution of a direct problem and a number of sensitivity problems corresponding to each of the design variables.,"In this work, the continuum sensitivity method (CSM) is extended to three-dimensions (D) to accurately compute sensitivity fields and in particular changes in the design objectives as a result of infinitesimal perturbations to the design parameters.",The computed sensitivity fields are used in a gradient-based optimization framework for process design (optimization) in D metal forming applications.,
10.1016/j.cma.2012.01.001,Simplified CSP analysis of a stiff stochastic ODE system (2012),The analysis is then used to guide the application of a simplified CSP formalism that is based on relating the slow and fast manifolds of the uncertain system to those of a nominal deterministic system.,"Numerical experiments are conducted to demonstrate the results of the stochastic eigenvalue and eigenvector analysis, and illustrate the effectiveness of the simplified CSP algorithms in addressing the stiffness of the system dynamics.","We restrict our attention to a system that exhibits distinct timescales, and that tends to a deterministic steady state irrespective of the random inputs.",,
10.1016/j.cma.2014.06.025,Adaptive importance sampling for optimization under uncertainty problems (2014),"Therefore, the IS density is only constructed for the most important parameters, with the exact number also a variable that is optimally selected based on the anticipated accuracy.",The characteristics of the proposal density are optimally selected to minimize the anticipated coefficient of variation for the objective function if such a proposal density is used as IS distribution.,"The proposed formulation relies only on available information (i.e., function evaluations) from the current iteration of the optimization process to improve estimation accuracy in subsequent iterations, and therefore corresponds to a IS selection with a small additional computational burden.",Design-under-uncertainty problems where a probabilistic performance is adopted as objective function and its estimation is obtained through stochastic simulation are discussed.,The focus is on reducing the computational burden associated with the stochastic simulation through adaptive implementation of importance sampling (IS) across the iterations of the optimization algorithm.
10.1016/j.cma.2015.10.015,Sparse Variational Bayesian approximations for nonlinear inverse problems: Applications in nonlinear elastography (2016),It is based on a Variational Bayesian formulation that aims at approximating the exact posterior by means of solving an optimization problem over an appropriately selected family of distributions.,"Firstly, to find lower-dimensional representations of the unknown parameter vector that capture as much as possible of the associated posterior density, and secondly to enable the computation of the approximate posterior density with as few forward calls as possible.",,,
10.1007/s00158-014-1061-7,Uncertainty analysis on process responses of conventional spinning using finite element method (2014),"The Most Probable Point (MPP) method, which has been widely used to estimate the failure probability in other applications, is further developed in this paper to obtain the probability distribution of the system responses.","Following an evaluation of the system responses conducted by the MPP method, a control variable method is used to reduce the variance of spun part wall thickness and total roller force to satisfy the  sigma quality requirement.",Three process variables are randomized by Gaussian distribution to study the probabilistic characteristics of two process responses.,"However, inherent uncertainty properties involved in the spinning process are rarely considered in previous studies.","In this paper, an uncertainty analysis and process optimisation procedure have been developed and implemented on conventional spinning with D Finite Element Method (FEM)."
10.1016/j.cma.2007.12.010,Formulation of the static frame problem (2008),"The challenge problem has clear engineering character, is simple to state and allows many different approaches to solve it.",,,,
10.1007/s00158-009-0405-1,A parametric level-set approach for topology optimization of flow domains (2010),"While the parametric level-set approach leads to similar optimal designs, the present study reveals no general improvements of the convergence of the optimization process and of the robustness of the nonlinear flow analyses when compared to the traditional material distribution approach.","Instead, our numerical experiment suggests that a continuation method operating on the volume constraint is needed to achieve optimal designs at higher Reynolds numbers.","Using a hydrodynamic lattice Boltzmann method, we study the performance of our level-set approach in comparison to a traditional material distribution approach.",Non-smooth material distributions are suspected to trigger premature onset of instationary flows which cannot be treated by steady-state flow models.,"Traditional methods based on an element-wise parameterization of the material distribution applied to the topology optimization of fluidic systems often suffer from slow convergence of the optimization process, as well as robustness issues at increased Reynolds numbers."
10.1016/S0045-7825(00)00374-1,Numerical solution of three-dimensional crack problem by using hypersingular integral equation (2001),"Therefore, the hypersingular integral equation for the three-dimensional crack problem can be solved immediately.",The hypersingular integrals can be evaluated numerically by using a known result.,,,
10.1016/j.jhydrol.2007.12.026,Uncertainty assessment of integrated distributed hydrological models using GLUE with Markov chain Monte Carlo sampling (2008),The study also indicates that property distributed information of discharge is particularly crucial in model calibration and validation.,processes is accounted for by defining a measure of model performance that includes multiple criteria and spatially-distributed information.,"In recent years, there has been an increase in the application of distributed, physically-based and integrated hydrological models.",It is demonstrated that the employed methodology increases the identifiability of the parameters and results in satisfactory multi-variable simulations and uncertainty estimates.,"Many questions regarding how to property calibrate and validate distributed models and assess the uncertainty of the estimated parameters and the spatially-distributed responses are, however, still quite unexplored."
10.1007/s00158-004-0415-y,Structural optimization complexity: what has Moore's law done for us? (2004),"However, these are supplemented with other structural optimization examples to illustrate the universality of the message.",This is due to the constant increase in the required fidelity (and hence complexity) of analysis models.,"In this paper, we review how increases in computer power were utilized in structural optimization.",We use examples of optimum design of composite structures to guide the discussion due to our familiarity with such problems.,"We resolve problem complexity into components relating to complexity of analysis model, analysis procedure and optimization methodology."
10.1016/j.jhydrol.2007.05.027,Application of linear programming and differential evolutionary optimization methodologies for the solution of coastal subsurface water management problems subject to environmental criteria (2007),Then the classical linear programming optimization algorithm of the Simplex method is used to solve the groundwater management problem where the main objective is the hydraulic control of the saltwater intrusion.,"Finally, a sensitivity analysis is employed in order to examine the influence of the active pumping wells in the evolution of the seawater intrusion front along the coastline.",The solution of the non-linear management problem is also obtained using a heuristic algorithm.,A comparison of the results obtained by the two different optimization approaches is presented.,In the past optimization techniques have been combined with simulation models to determine cost-effective solutions for various environmental management problems.
10.1016/j.jhydrol.2004.06.030,Measurement and modeling of concentrated runoff in grassed waterways (2005),The experimental data were derived by pumping concentrated inflow to the upstream end of two GWWs ( and  m long).,"Differences in hydraulic roughness between the tested GWWs were small, but in general hydraulic roughness is a sensitive parameter in runoff control of a GWW, because in case of grass submergence or high runoff velocities grass is bent to the ground, and hence the hydraulic roughness drops drastically.",() ] equation and routing the runoff with a kinematic wave approximation.,"The runoff control on the side-slopes is comparable to that of vegetative filter strips, which was intensively investigated in many studies.","The experiment showed a great difference in runoff control between the two tested GWWs, e.g."
10.1016/j.jcp.2017.09.024,An efficient algorithm for building locally refined hp - adaptive H-PCFE: Application to uncertainty quantification (2017),"In order to address this apparent void, this paper presents an improved H-PCFE, referred to as locally refined hp - adaptiveH-PCFE.","Furthermore, as compared to hp - adaptivePCFE, significantly less number of actual function evaluations are required for obtaining results of similar accuracy.",It is observed that the proposed approach yields highly accurate results.,"The proposed framework computes the optimal polynomial order and important component functions of PCFE, which is an integral part of H-PCFE, by using global variance based sensitivity analysis.",Hybrid polynomial correlated function expansion (H-PCFE) is a novel metamodel formulated by coupling polynomial correlated function expansion (PCFE) and Kriging.
