DOI,title,1,2,3,4,5
10.1016/S1532-0464(02)00004-7,The potential of latent semantic analysis for machine grading of clinical case summaries (2002),Potential medical applications: An LSA-based software tool is sketched for machine grading of clinical case summaries written by medical students.,"Current applications: Several applications of LSA to educational software are described, involving the ability of LSA to quickly compare the content of texts, such as an essay written by a student and a target essay.","The word vectors LSA constructs are context free, and each word, irrespective of how many meanings or senses it has, is represented by a single vector.","However, when a word is used in different contexts, context appropriate word senses emerge.",Psychological theory: A generative theory of the mental lexicon based on LSA is described.
10.1016/S1364-8152(00)00014-1,ECOP: an economic model to assess the willow short rotation coppice global profitability in a case of small scale gasification pathway in Belgium (2000),This paper presents a software package developed to assess the economic profitability of an original way to produce renewable energy: the small scale gasification of willow cultivated as short rotation coppice (SRC) in Belgium.,"A sensitivity analysis on these parameters highlighted that the project profitability, from the net present value point of view, is very sensitive to the reference interest rate, to the subsidies (of the conversion unit but probably also of any other kind of subsidies), to the SRC yield and to the generator power, all other parameters remaining constant.","The theoretical bases of the model (process hypotheses and economic indicators) are firstly presented together with the most relevant characteristics of the energy production route (SRC management and wood production, storage and conversion).","A reference case is then defined which combines the most influencing parameters (reference interest rate, rotation length, subsidies, harvest mode, SRC yield, power of the electricity generator and annual production of electricity).",
10.1007/s10040-016-1393-z,"Parameterization, sensitivity analysis, and inversion: an investigation using groundwater modeling of the surface-mined Tivoli-Guidonia basin (Metropolitan City of Rome, Italy) (2016)","With respect to model parameterization and sensitivity analysis, this work uses a practical example to suggest that methods that start with simple models and use computationally frugal model analysis methods remain valuable in any toolbox of model development methods.","The approach to model development used in this work employs repeated analysis using sensitivity and inverse methods, including use of a new observation-stacked parameter importance graph.","In this work, ground-water model calibration starts with a simple parameterization that evolves into a moderately complex model.","The model was used to evaluate management scenarios and showed that similar dewatering results could be achieved using  % less pumped water, but would require installing newly positioned wells and cooperation between mine owners.",Validation tests using three other recharge and pumpage conditions suggest good accuracy for the predictions considered.
10.1016/j.mcm.2011.06.036,Uncertainty propagation or box propagation (2011),This paper discusses the use of recently developed techniques and software in the numerical propagation of uncertainties in initial coordinates and/or parameters for initial value problems.,These techniques are implemented in the recent free-software TIDES.,The classical two-body and Lorenz problems are chosen as examples to show the benefits of the approach.,We present an approach based on several validated numerical integration techniques but focusing on the propagation of boxes.,
10.1016/j.jhydrol.2013.08.047,Addressing ten questions about conceptual rainfall-runoff models with global sensitivity analyses in R (2013),Results presented demonstrate the sensitivity of four target functions to parameter variations of four rainfall runoff models of varying complexity (- parameters).,Answering these ten questions in other case studies is relatively easy using freely available software with the Hydromad and Sensitivity packages in R.,The length of data period required to characterize the sensitivities assuredly is a minimum of five years.,"Sensitivity analysis (SA) is generally recognized as a worthwhile step to diagnose and remedy difficulties in identifying model parameters, and indeed in discriminating between model structures.","It is shown how modelers can easily identify parameters that are insensitive, and how they might improve identifiability."
10.1080/00221686.2016.1140682,A probabilistic projection of the transient flow equations with random system parameters and internal boundary conditions (2016),This paper presents a novel probabilistic approach based on the polynomial chaos expansion that can model the uncertainty propagation from the beginning of a waterhammer simulation and not as an afterthought.,"With further developments, this probabilistic approach can be integrated within existing network modelling software for practical hydraulic engineering problems.",The polynomial chaos approach is further extended to solve for randomness in frequency domain using the transfer matrix method with results of comparable accuracy.,The polynomial chaos expansion solver results are in an excellent agreement with those calculated by using a model employing the traditional method of characteristics.,
10.1016/j.compfluid.2016.10.017,Uncertainty quantification in littoral erosion (2017),Our aim is to keep the computational complexity comparable to the deterministic simulations taking advantage of what already available in our simulation toolbox.,,,,
10.1016/j.envsoft.2014.09.005,Plant Modelling Framework: Software for building and running crop models on the APSIM platform (2014),The Plant Modelling Framework (PMF) is a software framework for creating models that represent the plant components of farm system models in the agricultural production system simulator (APSIM).,"It is the next step in the evolution of generic crop templates for APSIM, building on software and science lessons from past versions and capitalising on new software approaches.",(C)  The Authors.,The PMF contains a top-level Plant class that provides an interface with the APSIM model environment and controls the other classes in the plant model.,Four examples are included to demonstrate the flexibility of application of the PMF; .
10.1109/TSMCC.2007.893279,Therapeutic drug monitoring of kidney transplant recipients using profiled support vector machines (2007),"Finally, some clinical conclusions were obtained from sensitivity rankings of the models and distribution of support vectors.","Finally, a software tool for aiding medical decision-making including the prediction models is presented.","Models are compared numerically, statistically, and in the presence of additive noise.","The final goal is to build useful, robust, and ultimately understandable models for individualizing the dosage of CyA.","Patients followed a standard triple therapy, and CyA trough concentration was the dependent variable."
10.1145/1456645.1456649,Fidelity of Network Simulation and Emulation: A Case Study of TCP-Targeted Denial of Service Attacks (2008),"Through a careful sensitivity analysis, we expose difficulties in obtaining meaningful measurements from the DETER, Emulab, and WAIL testbeds with default system settings.","Our results also reveal that software routers such as Click provide a flexible experimental platform, but require understanding and manipulation of the underlying network device drivers.","In this article, we investigate the differences between simulation and emulation when conducting denial of service (DoS) attack experiments.",We find dramatic differences between simulation and emulation results for DoS experiments.,"As a case study, we consider low-rate TCP-targeted DoS attacks."
10.1007/s00477-012-0608-7,Estimation of uncertainty sources in the projections of Lithuanian river runoff (2013),"The impact of model parameters on the runoff modelling results was estimated using a sensitivity analysis for the selected hydrological periods (spring flood, winter and autumn flash floods, and low water).","The aim of this article is to estimate the uncertainty of hydrological model parameters, to perform sensitivity analysis of the runoff projections, as well as the contribution analysis of uncertainty sources (model parameters, emission scenarios and global climate models) in forecasting Lithuanian river runoff.","The runoff projections of the thirty-year periods (-, -, -) were conducted applying the HBV software.",The emission scenarios had much greater influence on the runoff projection than the global climate models.,Particular attention is given to the reliability of hydrological modelling results.
10.1016/j.asoc.2015.04.032,A meta-heuristic solution for automated refutation of complex software systems specified through graph transformations (2015),One of the best approaches for verifying software systems (especially safety critical systems) is the model checking in which all reachable states are generated from an initial state.,"However, the drawback for many real and complex systems is the state space explosion in which model checking cannot generate all the possible states.","In this paper, we propose an efficient solution to implement refutation in complex systems modeled by graph transformation.","In this situation, designers can use refutation to check refusing a property rather than proving it.","Since meta-heuristic algorithms are efficient solutions for searching in the problems with very large state spaces, we use them to find errors (e.g., deadlocks) in systems which cannot be verified through existing model checking approaches due to the state space explosion."
10.1007/s10661-011-2156-x,Chloride migration in groundwater for a tannery belt in Southern India (2012),software to investigate the chloride migration in an area of .,"This model was calibrated with field observations; and sensitivity analysis was carried out whereby model parameters, viz., conductivity, dispersivity, and source concentration were altered slightly, and the effect on calibration statistics was evaluated.",Results indicated that hydraulic conductivity played a more sensitive role than did dispersivity.,"It was found that even if the pollutant load reduced to % of the present level, the Cl- concentration in groundwater, even after  years, would not be reduced to the permissible limit of drinking water in the tannery belt.","Total dissolved solids and chloride (Cl-) measurements in open wells in the tannery cluster vary from , to , and , to , mg/l, respectively."
10.1016/j.compag.2015.08.010,Evaluation and comparison of open source program solutions for automatic seed counting on digital images (2015),These results suggest CellProfiler as a reliable image analysis program for seed counting from digital images.,"Generally, seed counts from digital camera images of all crops were accurate, but software-crop combination had significant (p < .)",All images contained  seeds per image present in an area of approx.,"Among image analysis programs, ImageJ produced mostly higher seed count across all observed crops than other programs.",It also evaluates ImageJ program for automated seed counting using macro containing RenyiEntropy threshold algorithm.
10.1007/s10665-016-9848-8,Efficient uncertainty quantification of a fully nonlinear and dispersive water wave model with random inputs (2016),"Finally, we present a synthetic experiment studying the variance-based sensitivity of the wave load on an offshore structure to a number of input uncertainties.","These methods allow us to accurately and efficiently estimate the probability distribution of the solution and require only the computation of the solution at different points in the parameter space, allowing for the reuse of existing simulation software.",The model is analyzed using random sampling techniques and nonintrusive methods based on generalized polynomial chaos (PC).,A major challenge in next-generation industrial applications is to improve numerical analysis by quantifying uncertainties in predictions.,We revisit experimental benchmarks often used for validation of deterministic water wave models.
10.1016/j.buildenv.2008.11.012,Artificial neural networks to predict daylight illuminance in office buildings (2009),The model was then subjected to sensitivity analysis to determine the relationship between the input and output variables.,Illuminance was used as the output variable.,A prediction model was developed to determine daylight illuminance for the office buildings by using artificial neural networks (ANNs).,"In ANN modeling, the data were divided into two groups; the first  of these data sets were used for training and the remaining  for testing.",Researchers and designers will benefit from this model in daylighting performance assessment of buildings by making predictions and comparisons and in the daylighting design process by determining illuminance.
10.1016/j.ecoleng.2014.09.069,Effect of bacteria density and accumulated inert solids on the effluent pollutant concentrations predicted by the constructed wetlands model BIO_PORE (2015),"Results of the sensitivity analysis showed that the value of M-cap has a dramatic effect on the simulated effluent concentrations of COD and ammonia nitrogen, which clearly decreased for increasing values of this parameter.","This model was built in the COMSOL Multiphysics (TM) software and implements the biokinetic expressions of Constructed Wetlands Model  (CWM) to describe the fate and transport of organic matter, nitrogen and sulphur in horizontal subsurface-flow constructed wetlands.",The aim of the current work was to determine the effect of these two parameters on the effluent pollutant concentrations predicted by the model.,"Results of the mesh optimization procedure indicated that among the  tested meshes of different element size, the mesh utilized for this model in previous studies represented a fair compromise between output accuracy and computation time.","In previous studies, CWM was extended with the inclusion of two empirical parameters (M-bio_max and M-cap) that proved to be essential to provide realistic bacteria growth rates and dynamics."
10.1016/j.cie.2010.04.002,Simulation model for extended double-ended queueing (2010),"Using this new procedure, sensitivity analyses of performance measures were performed using various input conditions implemented using ProModel and SimRumnner simulation software.","In some cases bulk arrivals may come at the same time, and pairing is not always guaranteed.",Inter-arrival time may follow distributions other than exponential.,The purpose of this paper is to extend traditional double-ended queuing models using a simulation approach.,"Inter-arrival time is assumed to follow an exponential distribution, with arrivals to the system assumed to occur just one at a time."
10.1016/j.jhydrol.2014.06.020,Groundwater fluxes in a shallow seasonal wetland pond: The effect of bathymetric uncertainty on predicted water and solute balances (2014),"We demonstrate that bathymetry can be successfully represented within the model in a simple parametric form using a cubic Sexier curve, allowing an assessment of bathymetric uncertainty due to measurement error and survey detail on the derived groundwater fluxes compared with the fixed bathymetry models.",We systematically quantify the uncertainty implications for eight different representations of wetland bathymetry for a shallow seasonal wetland pond in South Australia.,Groundwater fluxes estimated from such an approach are subject to uncertainty in the measured variables as well as in the process representation and in parameters within the model.,The predictive uncertainty estimation methods provided in the Model-Independent Parameter Estimation and Uncertainty Analysis software (PEST) are used to quantify the effect of bathymetric uncertainty on the modelled fluxes.,"Model predictive uncertainty increases with the crudity of the bathymetry representation, however, approximations that capture the general shape of the wetland pond such as a power law or Bezier curve show only a small increase in prediction uncertainty compared to the full dGPS surveyed bathymetry, implying these may be sufficient for most modelling purposes."
10.1089/cmb.2011.0105,A Simulation Study to Assess a Variable Selection Method for Selecting Single Nucleotide Polymorphisms Associated with Disease (2012),"To assess the potential improvement available from multi-SNP approaches, we examined the performance of the software GeneRaVE as a variable selection method when applied to SNP data in case-control studies.",Simulation results showed that GeneRaVE performed well and outperformed single SNP analysis using the chi-squared method in identifying disease-related SNPs.,"In application to a large dataset, it identified SNPs known to be associated with disease that were not identified by single SNP methods.","The method was assessed via simulations, in which a haplotype identified by three SNPs was taken to be associated with the disease.","In genome-wide association studies, where hundreds of thousands of single nucleotide polymorphisms (SNPs) are genotyped, the potential for false positives is high and methods for selecting models with only a few SNPs are required."
10.1007/s13344-017-0044-z,Investigation on the effect of geometrical and geotechnical parameters on elongated offshore piles using fuzzy inference systems (2017),The resultant data of the sensitivity analysis suggested that the orientation degree is the main factor in the pile's geometrical behavior because piles which had the optimal operational degree of about A degrees are more sustained.,"In this study, ANSYS was used as the FE modeling software to study the geometrical and geotechnical properties of the offshore piles and their effects on supporting jacket platforms.","Finally, the results showed that the related fuzzified data supported the FE model and provided an insight for extended offshore pile designs.",The resulting data were implemented to create Fuzzy Inference System (FIS) classifications.,"Among numerous offshore structures used in oil extraction, jacket platforms are still the most favorable ones in shallow waters."
10.1061/(ASCE)CP.1943-5487.0000239,Study of MEPDG Sensitivity Using Nonparametric Regression Procedures (2014),"Using four-layer pavement geometry [two asphalt concrete (AC), base, and subgrade layers], simulations are run in MEPDG software to produce a time series of predicted distresses such as roughness, rutting, and cracking.","Because the new Mechanistic-Empirical Pavement Design Guide (MEPDG) includes numerous inputs, a sensitivity analysis using the Monte Carlo approach is not practical because it requires thousands of MEPDG runs.","Instead, nonparametric regression procedures can be very useful to perform MEPDG sensitivity analysis.","In addition to these, alligator cracking is highly sensitive to percentage of air voids in the bottom AC layer.",Thirty inputs are used to randomly generate  input combinations by using Latin hypercube sampling.
10.1016/j.jhydrol.2007.05.029,Determination of skin and aquifer parameters for a slug test with wellbore-skin effect (2007),"It is worthy to note although the thickness of the wellbore-skin zone is usually taken as an input data for the data-analyzed software, it is actually an unknown parameter that cannot be measured directly.",Analysis of slug test data in a well with finite-thickness skin.,This paper proposes a methodology for estimating the thickness of the wellbore-skin zone with other hydraulic parameters at the same time.,The results indicate that the negative-skin cases generally give a better estimated result than that of the positive-skin cases.,"In: Memoirs of the th International Congress on the Hydrogeology of Rocks of Low Permeability, U.S.A. Members of the International Association of Hydrologists, Tucson, AZ, vol."
10.1155/2016/9276093,A New Software Reliability Growth Model: Multigeneration Faults and a Power-Law Testing-Effort Function (2016),Software reliability growth models (SRGMs) based on a nonhomogeneous Poisson process (NHPP) are widely used to describe the stochastic failure behavior and assess the reliability of software systems.,"Considering a power-law function of testing effort and the interdependency of multigeneration faults, we propose a modified SRGM to reconsider the reliability of open source software (OSS) systems and then to validate the model's performance using several real-world data.","We also formally examine the optimal policy of software release, considering both the testing cost and the reliability requirement.","By conducting sensitivity analysis, we find that if the testing-effort effect or the fault interdependency was ignored, the best time to release software would be seriously delayed and more resources would be misplaced in testing the software.","For these models, the testing-effort effect and the fault interdependency play significant roles."
10.1016/j.envsoft.2006.06.017,Numerical and visual evaluation of hydrological and environmental models using the Monte Carlo analysis toolbox (2007),"The MCAT contains tools for the evaluation of performance, identitiability, sensitivity, predictive uncertainty and also allows for the testing of hypotheses with respect to the model structure used.","The detailed evaluation of mathematical models and the consideration of uncertainty in the modeling of hydrological and environmental systems are of increasing importance, and are sometimes even demanded by decision makers.","In addition to research applications, the MCAT can be used as a teaching tool in courses that include the use of mathematical models.","The MCAT can be used off-line, i.e.","At the same time, the growing complexity of models to represent real-world systems makes it more and more difficult to understand model behavior, sensitivities and uncertainties."
10.1155/2014/628619,Intelligent Platform for Model Updating in a Structural Health Monitoring System (2014),The main aim of this study is to develop an automated smart software platform to improve the time-consuming and laborious process of model updating.,"We investigate the key techniques of model updating based on intelligent optimization algorithms, that is, accuracy judgment methods for basic finite element model, parameter choice theory based on sensitivity analysis, commonly used objective functions and their construction methods, particle swarm optimization, and other intelligent optimization algorithms.",An intelligent model updating prototype software framework is developed using the commercial software systems ANSYS and MATLAB.,"Finally, two case studies are conducted to verify the feasibility of the techniques used by the proposed software platform.",A parameterized finite element modeling technique is proposed to suit different bridge types and different model updating requirements.
10.1002/ep.10393,Thermodynamics of Autothermal Wood Gasification (2009),This software operates on the basis of Gibb's energy minimization.,"To this end, the software package HSC Chemistry (R) was used to determine the composition of the synthesis gas at thermodynamic equilibrium.",A sensitivity analysis was conducted.,"Dry air has been modeled as a mixture of oxygen, nitrogen and argon.",This was dependent to some small degree on the water content of the fuel wood.
10.1016/j.envsoft.2013.01.005,A long-term sensitivity analysis of the denitrification and decomposition model (2013),"We used a method of Bayesian analysis of computer code outputs (BACCO) with the Gaussian emulation machine for sensitivity analysis software (GEM-SA) to conduct a long-term SA of DNDC for predicting the annual change of soil organic carbon (dSOC), nitrous oxide emission (NO) and grain yield of spring wheat.","Although sensitivity analysis (SA) was conducted on the DeNitrification-DeComposition (DNDC) model, a global SA over a long period of time is lacking.","Twenty seven non-weather input parameters with wide ranges were selected for SA using weather data recorded from Three Hills, Alberta over  years (-).",In the second step of BACCO GEM-SA there were only three (in the case of dSOC) and six (in the cases of NO and yield) input parameters whose influence contributed to more than % of the total output variances by their total effects.,This indicates that a single year SA may overestimate or underestimate a long-term parameter effect on the model prediction.
10.1007/s10652-007-9028-5,Automatic sensitivity analysis of a finite volume model for two-dimensional shallow water flows (2007),Such a sensitivity analysis can be carried out by computing the corresponding derivatives.,In this paper AD software tool Tapenade is used to compute forward derivatives.,Numerical tests were done to show the robustness of the model and to demonstrate the efficiency of these AD-derivatives.,,
10.1016/j.advengsoft.2004.03.010,Interactive software for material parameter characterization of advanced engineering constitutive models (2004),The procedure is automated through the integrated software COMPARE (Constitutive Material PARameter Estimator) that enables the determination of an 'optimum' set of material parameters by minimizing the errors between the experimental test data and the model's predicted response.,"The core ingredients of COMPARE are (i) primal analysis, which utilizes a finite element-based solution scheme, (ii) sensitivity analysis utilizing a direct-differentiation approach for the material response sensitivities, and (iii) a gradient-based optimization technique of an error/cost function.","By using C+ + and the Microsoft Foundation Classes to develop a GUI, it is believed that an advanced code such as COMPARE can now make the transition to general usability in an engineering environment.",The development of an overall strategy to estimate the material parameters for a class of viscoplastic material models is presented.,
10.1007/s11270-013-1677-z,Nitrous Oxide Emissions from Cropland: a Procedure for Calibrating the DayCent Biogeochemical Model Using Inverse Modelling (2013),We coupled DayCent with the parameter estimation (PEST) software for inverse modelling.,The PEST software can be used for calibration through regularized inversion as well as model sensitivity and uncertainty analysis.,The aim of this study is to establish and demonstrate a procedure for calibration of DayCent to improve estimation of GHG emissions.,Crop year  data were used for model calibration and  data were used for validation.,"The DayCent model was analysed and calibrated using NO flux data collected over  years at the Iowa State University Agronomy and Agricultural Engineering Research Farms, Boone, IA."
10.1016/j.cageo.2007.03.016,Building model analysis applications with the Joint Universal Parameter IdenTification and Evaluation of Reliability (JUPITER) API (2008),"The types of model analyses supported by the JUPITER API include, but are not limited to, sensitivity analysis.","data needs assessment, calibration, uncertainty analysis, model discrimination, and optimization.",The advantages provided by the JUPITER API for users and programmers allow for rapid programming and testing of new ideas.,The input and output conventions allow application users to access various applications and the analysis methods they embody with a minimum of time and effort.,"This article briefly describes the capabilities and utility of the JUPITER API, lists existing applications, and uses UCODE_ as an example."
10.1007/s11270-012-1098-4,Numerical Modelling of Waste Stabilization Ponds: Where Do We Stand? (2012),"Models are compared by focussing on their key features like the presence and comprehensiveness of a water quality sub-model in terms of aerobic/anoxic and anaerobic carbon removal and nutrient removal; the type of hydraulic sub-model used (D, D, D or D); the software used for implementation and simulation; and whether or not sensitivity analysis, calibration and validation were done.","In spite of its relative simplicity of design, operation and maintenance, the various processes taking place in WSP have not been entirely quantified.","Furthermore, it is evident from the review of the different models that calibration and validation with full-scale WSP data is also scarce.",This paper aims at filling this gap.,"Lately, modelling has served as an important, low-cost tool for a better description and an improved understanding of the system."
10.1061/(ASCE)HE.1943-5584.0000457,Effect of Temporal and Spatial Rainfall Resolution on HSPF Predictive Performance and Parameter Estimation (2012),when a spatially averaged network of four rain gauges was used.,This study evaluated the effect of temporal and spatial rainfall resolution on the predictive performance of Hydrological Simulation Program-Fortran (HSPF) using manual and automatic calibration procedures.,"Furthermore, the effect of automatic parameter estimation on the physical significance of calibrated parameter values was evaluated.","when individual rain gauges (RG, RG, RG, and RG) were used one at a time.",Model efficiency improved and ranged from .
10.1002/2017WR020814,"A Practical, Robust Methodology for Acquiring New Observation Data Using Computationally Expensive Groundwater Models (2017)",These predictions often contain a significant degree of uncertainty.,"Regional groundwater flow models play an important role in decision making regarding water resources; however, the uncertainty embedded in model parameters and model assumptions can significantly hinder the reliability of model predictions.",One way to reduce this uncertainty is to collect new observation data from the field.,The so-called Null-Space Monte Carlo method is used to reduce the computational burden associated with uncertainty quantification.,"The method incorporates any existing information, examines the characteristics of uncertainty, and alleviates the high computing costs associated with conducting the necessary calculations."
10.1016/j.envsoft.2006.06.007,Parameter estimation and uncertainty analysis for a watershed model (2007),"Where numerical models are employed as an aid to environmental management, the uncertainty associated with predictions made by such models must be assessed.","Nonlinear calibration-constrained optimization can also provide good estimates of parameter and predictive uncertainty, even in situations where the objective function surface is complex.",All methods of parameter and predictive uncertainty analysis discussed herein are implemented using freely-available software.,Linear (or first-order) uncertainty analysis has the advantage that it can be implemented with virtually no computational burden.,"While the results of such an analysis can be extremely useful for assessing parameter uncertainty in a relative sense, and ascertaining the degree of correlation between model parameters, its use in analyzing predictive uncertainty is often limited."
10.1080/00273171.2016.1251756,Analyzing Complex Treatment Effects in Nonrandomized Observational Studies: The Case of Retention of Students in Grade (2016),"In their rejoinder, Vandecandelaere and Vansteelandt discuss tradeoffs in comparing the promoted and retained groups and highlight sensitivity analysis as a method of probing the robustness of treatment effect estimates.",Our hope is that this combined didactic presentation and critical evaluation will encourage researchers to add marginal structural models to their methodological toolkits.,Should low-achieving students be promoted to the next grade or be retained (held back) in the prior grade?,,
10.1016/j.jocs.2015.08.008,Chaospy: An open source tool for designing methods of uncertainty quantification (2015),"The paper compares Chaospy to similar packages and demonstrates a stronger focus on defining reusable software building blocks that can easily be assembled to construct new, tailored algorithms for uncertainty quantification.","The paper describes the philosophy, design, functionality, and usage of the Python software toolbox Chaospy for performing uncertainty quantification via polynomial chaos expansions and Monte Carlo simulation.","For example, a Chaospy user can in a few lines of high-level computer code define custom distributions, polynomials, integration rules, sampling schemes, and statistical metrics for uncertainty analysis.","In addition, the software introduces some novel methodological advances, like a framework for computing Rosenblatt transformations and a new approach for creating polynomial chaos expansions with dependent stochastic variables.",(C)  The Authors.
10.1007/s12145-013-0137-z,Numerical and intelligent modeling of triaxial strength of anisotropic jointed rock specimens (2014),"Then FlAC, a commercially well-known software for FDM analysis, is applied to simulate the situation of triaxial test on anisotropic jointed specimens.","Furthermore, a sensitivity analysis is carried out based on the numerical process applied herein.",Reliability of this simulation in predicting the strength of jointed specimens has been verified by previous researches.,"In current study, it is aimed to theoretically evaluate the strength of anisotropic rocks with through-going discontinuity using numerical and intelligent methods.",The latter is more precise but also more expensive and time-consuming especially due to difficulties of preparing high-quality samples.
10.1016/j.envsoft.2010.11.002,"NCNA: Integrated platform for constructing, visualizing, analyzing and sharing human-mediated nitrogen biogeochemical networks (2011)",We developed a new software.,"NCNA, to provide three functions: a) rigorous reconstruction of quasi-empirical models (QEMs), b) computer-aided interface for data collection and automatic sensitivity analysis, and c) automatic generation, visualization and network environ analysis (NEA) of N cycling networks.",Human alterations to the nitrogen (N) cycle are closely associated with global environmental and climate change.,New tools are necessary to model and analyze the highly complex N cycles emerging from human-mediated ecosystems.,
